,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
49,10,547.0,1665,0.04514750000089407,"[4, 4, 4, 1, 0, 4, 4, 3, 3, 4, 2, 3, 4, 3, 4, 4, 1, 4, 3, 0, 3, 3, 4, 1, 4]",150,1.0,100
50,0,392.0,200,0.0022802921012043953,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",200,0.1,100
51,10,546.0,2217,0.05623270804062486,"[3, 4, 3, 4, 3, 3, 4, 4, 4, 3, 0, 1, 4, 2, 4, 4, 3, 4, 2, 3, 3, 2, 4, 3, 2]",200,0.1,100
52,0,392.0,200,0.0023226249031722546,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",200,0.2,100
53,10,557.0,2216,0.05639008292928338,"[4, 4, 2, 3, 1, 4, 3, 3, 3, 4, 4, 1, 4, 2, 4, 3, 4, 3, 4, 0, 4, 4, 3, 4, 3]",200,0.2,100
54,0,392.0,200,0.0022847079671919346,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",200,0.5,100
55,10,554.0,2218,0.05815854202955961,"[4, 4, 4, 2, 3, 4, 3, 3, 4, 4, 3, 1, 4, 3, 4, 4, 4, 3, 3, 0, 2, 3, 4, 2, 3]",200,0.5,100
56,0,392.0,200,0.002280166372656822,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",200,0.75,100
57,10,545.0,2213,0.05940554104745388,"[4, 3, 4, 4, 0, 3, 4, 3, 3, 4, 0, 1, 3, 3, 4, 4, 4, 3, 4, 0, 3, 3, 4, 3, 4]",200,0.75,100
58,0,392.0,200,0.002335167024284601,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",200,1.0,100
59,10,526.0,2217,0.060976792126894,"[2, 4, 1, 2, 2, 4, 3, 3, 3, 4, 4, 2, 4, 4, 4, 3, 0, 4, 2, 1, 4, 4, 4, 0, 4]",200,1.0,100
60,0,392.0,250,0.002869832795113325,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",250,0.1,100
61,10,562.0,2766,0.0698038749396801,"[4, 4, 2, 4, 0, 4, 3, 3, 3, 4, 1, 0, 4, 3, 4, 3, 4, 4, 4, 1, 4, 2, 4, 3, 4]",250,0.1,100
62,0,392.0,250,0.0028450419194996357,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",250,0.2,100
63,10,551.0,2766,0.07135295867919922,"[4, 4, 3, 4, 2, 4, 3, 4, 4, 3, 3, 1, 4, 0, 4, 4, 2, 3, 3, 0, 3, 3, 4, 4, 3]",250,0.2,100
64,0,392.0,250,0.0028417501598596573,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",250,0.5,100
65,10,548.0,2764,0.07323045888915658,"[3, 3, 4, 3, 1, 4, 4, 4, 3, 3, 4, 3, 4, 3, 4, 4, 4, 3, 2, 2, 3, 4, 2, 2, 1]",250,0.5,100
66,0,392.0,250,0.002840708941221237,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",250,0.75,100
67,10,544.0,2765,0.07476995885372162,"[2, 2, 4, 1, 4, 4, 3, 4, 4, 4, 4, 3, 4, 2, 4, 4, 4, 4, 0, 1, 4, 3, 4, 1, 4]",250,0.75,100
68,0,392.0,250,0.0028754170052707195,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",250,1.0,100
69,10,546.0,2767,0.07628795923665166,"[4, 4, 0, 0, 1, 4, 4, 3, 3, 4, 4, 1, 4, 3, 4, 3, 3, 4, 2, 1, 4, 4, 4, 3, 4]",250,1.0,100
70,0,392.0,500,0.005653083324432373,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",500,0.1,100
71,10,565.0,5518,0.1455077501013875,"[4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 1, 1, 4, 3, 4, 4, 3, 2, 1, 0, 4, 3, 4, 1, 3]",500,0.1,100
72,0,392.0,500,0.0056827920489013195,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",500,0.2,100
73,10,552.0,5514,0.14890779182314873,"[4, 4, 2, 4, 0, 1, 4, 4, 4, 1, 4, 2, 4, 4, 4, 3, 4, 4, 0, 2, 3, 3, 4, 3, 4]",500,0.2,100
74,0,392.0,500,0.005660667084157467,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",500,0.5,100
75,10,569.0,5517,0.15249445801600814,"[3, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 0, 4, 3, 3, 4, 3, 4, 0, 1, 4, 3, 4, 4, 2]",500,0.5,100
76,0,392.0,500,0.005624334327876568,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",500,0.75,100
77,10,555.0,5515,0.15572420926764607,"[4, 3, 2, 2, 0, 3, 4, 4, 4, 4, 2, 1, 4, 1, 4, 4, 4, 4, 2, 1, 3, 4, 4, 1, 4]",500,0.75,100
78,0,392.0,500,0.00556179229170084,"[1, 4, 2, 4, 4, 3, 3, 1, 4, 1, 1, 3, 2, 0, 1, 1, 2, 2, 4, 4, 4, 0, 3, 3, 4]",500,1.0,100
79,10,546.0,5516,0.15875041717663407,"[4, 2, 4, 3, 2, 3, 4, 4, 4, 4, 3, 1, 4, 4, 2, 4, 3, 4, 4, 0, 3, 3, 4, 1, 2]",500,1.0,100
