,Iteration,Time,Fitness,FEvals,Temperature,max_iters
84,7,0.0017534997314214706,16.0,10.0,0.1,500
85,8,0.0017701671458780766,17.0,12.0,0.1,500
86,9,0.0017836247570812702,17.0,13.0,0.1,500
87,10,0.001800833735615015,18.0,15.0,0.1,500
88,0,5.5625103414058685e-05,13.0,0.0,0.1,500
89,1,0.0016519171185791492,13.0,1.0,0.1,500
90,2,0.0016696667298674583,13.0,2.0,0.1,500
91,3,0.0016832919791340828,13.0,3.0,0.1,500
92,4,0.0017047091387212276,14.0,5.0,0.1,500
93,5,0.0017184587195515633,14.0,6.0,0.1,500
94,6,0.0017364169470965862,15.0,8.0,0.1,500
95,7,0.0017534997314214706,16.0,10.0,0.1,500
96,8,0.0017701671458780766,17.0,12.0,0.1,500
97,9,0.0017836247570812702,17.0,13.0,0.1,500
98,10,0.001800833735615015,18.0,15.0,0.1,500
99,0,5.5625103414058685e-05,13.0,0.0,0.25,500
100,1,0.0016519171185791492,13.0,1.0,0.25,500
101,2,0.0016696667298674583,13.0,2.0,0.25,500
102,3,0.0016832919791340828,13.0,3.0,0.25,500
103,4,0.0017047091387212276,14.0,5.0,0.25,500
104,5,0.0017184587195515633,14.0,6.0,0.25,500
105,6,0.0017364169470965862,15.0,8.0,0.25,500
106,7,0.0017534997314214706,16.0,10.0,0.25,500
107,8,0.0017701671458780766,17.0,12.0,0.25,500
108,9,0.0017836247570812702,17.0,13.0,0.25,500
109,10,0.001800833735615015,18.0,15.0,0.25,500
110,0,5.5625103414058685e-05,13.0,0.0,0.25,500
111,1,0.0016519171185791492,13.0,1.0,0.25,500
112,2,0.0016696667298674583,13.0,2.0,0.25,500
113,3,0.0016832919791340828,13.0,3.0,0.25,500
114,4,0.0017047091387212276,14.0,5.0,0.25,500
115,5,0.0017184587195515633,14.0,6.0,0.25,500
116,6,0.0017364169470965862,15.0,8.0,0.25,500
117,7,0.0017534997314214706,16.0,10.0,0.25,500
118,8,0.0017701671458780766,17.0,12.0,0.25,500
119,9,0.0017836247570812702,17.0,13.0,0.25,500
120,10,0.001800833735615015,18.0,15.0,0.25,500
121,0,5.5625103414058685e-05,13.0,0.0,0.25,500
122,1,0.0016519171185791492,13.0,1.0,0.25,500
123,2,0.0016696667298674583,13.0,2.0,0.25,500
124,3,0.0016832919791340828,13.0,3.0,0.25,500
125,4,0.0017047091387212276,14.0,5.0,0.25,500
126,5,0.0017184587195515633,14.0,6.0,0.25,500
127,6,0.0017364169470965862,15.0,8.0,0.25,500
128,7,0.0017534997314214706,16.0,10.0,0.25,500
129,8,0.0017701671458780766,17.0,12.0,0.25,500
130,9,0.0017836247570812702,17.0,13.0,0.25,500
131,10,0.001800833735615015,18.0,15.0,0.25,500
132,0,5.5625103414058685e-05,13.0,0.0,0.5,500
133,1,0.0016519171185791492,12.0,2.0,0.5,500
134,2,0.0016696667298674583,12.0,3.0,0.5,500
135,3,0.0016832919791340828,12.0,4.0,0.5,500
136,4,0.0017047091387212276,13.0,6.0,0.5,500
137,5,0.0017184587195515633,13.0,7.0,0.5,500
138,6,0.0017364169470965862,14.0,9.0,0.5,500
139,7,0.0017534997314214706,15.0,11.0,0.5,500
140,8,0.0017701671458780766,16.0,13.0,0.5,500
141,9,0.0017836247570812702,16.0,14.0,0.5,500
142,10,0.001800833735615015,17.0,16.0,0.5,500
143,0,5.5625103414058685e-05,13.0,0.0,0.5,500
144,1,0.0016519171185791492,12.0,2.0,0.5,500
145,2,0.0016696667298674583,12.0,3.0,0.5,500
146,3,0.0016832919791340828,12.0,4.0,0.5,500
147,4,0.0017047091387212276,13.0,6.0,0.5,500
148,5,0.0017184587195515633,13.0,7.0,0.5,500
149,6,0.0017364169470965862,14.0,9.0,0.5,500
150,7,0.0017534997314214706,15.0,11.0,0.5,500
151,8,0.0017701671458780766,16.0,13.0,0.5,500
152,9,0.0017836247570812702,16.0,14.0,0.5,500
153,10,0.001800833735615015,17.0,16.0,0.5,500
154,0,5.5625103414058685e-05,13.0,0.0,0.5,500
155,1,0.0016519171185791492,12.0,2.0,0.5,500
156,2,0.0016696667298674583,12.0,3.0,0.5,500
157,3,0.0016832919791340828,12.0,4.0,0.5,500
158,4,0.0017047091387212276,13.0,6.0,0.5,500
159,5,0.0017184587195515633,13.0,7.0,0.5,500
160,6,0.0017364169470965862,14.0,9.0,0.5,500
161,7,0.0017534997314214706,15.0,11.0,0.5,500
162,8,0.0017701671458780766,16.0,13.0,0.5,500
163,9,0.0017836247570812702,16.0,14.0,0.5,500
164,10,0.001800833735615015,17.0,16.0,0.5,500
165,0,5.5625103414058685e-05,13.0,0.0,0.75,500
166,1,0.0016519171185791492,12.0,2.0,0.75,500
167,2,0.0016696667298674583,12.0,3.0,0.75,500
168,3,0.0016832919791340828,12.0,4.0,0.75,500
169,4,0.0017047091387212276,13.0,6.0,0.75,500
170,5,0.0017184587195515633,13.0,7.0,0.75,500
171,6,0.0017364169470965862,14.0,9.0,0.75,500
172,7,0.0017534997314214706,15.0,11.0,0.75,500
173,8,0.0017701671458780766,16.0,13.0,0.75,500
174,9,0.0017836247570812702,15.0,15.0,0.75,500
175,10,0.001800833735615015,16.0,17.0,0.75,500
176,0,5.5625103414058685e-05,13.0,0.0,0.75,500
177,1,0.0016519171185791492,12.0,2.0,0.75,500
178,2,0.0016696667298674583,12.0,3.0,0.75,500
179,3,0.0016832919791340828,12.0,4.0,0.75,500
180,4,0.0017047091387212276,13.0,6.0,0.75,500
181,5,0.0017184587195515633,13.0,7.0,0.75,500
182,6,0.0017364169470965862,14.0,9.0,0.75,500
183,7,0.0017534997314214706,15.0,11.0,0.75,500
184,8,0.0017701671458780766,16.0,13.0,0.75,500
185,9,0.0017836247570812702,15.0,15.0,0.75,500
186,10,0.001800833735615015,16.0,17.0,0.75,500
187,0,5.5625103414058685e-05,13.0,0.0,0.75,500
188,1,0.0016519171185791492,12.0,2.0,0.75,500
189,2,0.0016696667298674583,12.0,3.0,0.75,500
190,3,0.0016832919791340828,12.0,4.0,0.75,500
191,4,0.0017047091387212276,13.0,6.0,0.75,500
192,5,0.0017184587195515633,13.0,7.0,0.75,500
193,6,0.0017364169470965862,14.0,9.0,0.75,500
194,7,0.0017534997314214706,15.0,11.0,0.75,500
195,8,0.0017701671458780766,16.0,13.0,0.75,500
196,9,0.0017836247570812702,15.0,15.0,0.75,500
197,10,0.001800833735615015,16.0,17.0,0.75,500
198,0,5.5625103414058685e-05,13.0,0.0,1,500
199,1,0.0016519171185791492,12.0,2.0,1,500
200,2,0.0016696667298674583,11.0,4.0,1,500
201,3,0.0016832919791340828,11.0,5.0,1,500
202,4,0.0017047091387212276,12.0,7.0,1,500
203,5,0.0017184587195515633,12.0,8.0,1,500
204,6,0.0017364169470965862,13.0,10.0,1,500
205,7,0.0017534997314214706,14.0,12.0,1,500
206,8,0.0017701671458780766,15.0,14.0,1,500
207,9,0.0017836247570812702,14.0,16.0,1,500
208,10,0.001800833735615015,15.0,18.0,1,500
209,0,5.5625103414058685e-05,13.0,0.0,1,500
210,1,0.0016519171185791492,12.0,2.0,1,500
211,2,0.0016696667298674583,11.0,4.0,1,500
212,3,0.0016832919791340828,11.0,5.0,1,500
213,4,0.0017047091387212276,12.0,7.0,1,500
214,5,0.0017184587195515633,12.0,8.0,1,500
215,6,0.0017364169470965862,13.0,10.0,1,500
216,7,0.0017534997314214706,14.0,12.0,1,500
217,8,0.0017701671458780766,15.0,14.0,1,500
218,9,0.0017836247570812702,14.0,16.0,1,500
219,10,0.001800833735615015,15.0,18.0,1,500
220,0,5.5625103414058685e-05,13.0,0.0,1,500
221,1,0.0016519171185791492,12.0,2.0,1,500
222,2,0.0016696667298674583,11.0,4.0,1,500
223,3,0.0016832919791340828,11.0,5.0,1,500
224,4,0.0017047091387212276,12.0,7.0,1,500
225,5,0.0017184587195515633,12.0,8.0,1,500
226,6,0.0017364169470965862,13.0,10.0,1,500
227,7,0.0017534997314214706,14.0,12.0,1,500
228,8,0.0017701671458780766,15.0,14.0,1,500
229,9,0.0017836247570812702,14.0,16.0,1,500
230,10,0.001800833735615015,15.0,18.0,1,500
