,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
123,2,0.012005874887108803,7.0,153.0,True,50,0.25,1510
124,3,0.017270832788199186,7.0,204.0,True,50,0.25,1510
125,4,0.02227908279746771,7.0,255.0,True,50,0.25,1510
126,5,0.027065707836300135,7.0,306.0,True,50,0.25,1510
127,6,0.03183283284306526,7.0,357.0,True,50,0.25,1510
128,7,0.03677074983716011,7.0,408.0,True,50,0.25,1510
129,8,0.0419619157910347,7.0,459.0,True,50,0.25,1510
130,9,0.047075457870960236,7.0,510.0,True,50,0.25,1510
131,10,0.052146332804113626,7.0,561.0,True,50,0.25,1510
132,0,0.00020720809698104858,4.0,50.0,True,50,0.5,1510
133,1,0.006999415811151266,7.0,102.0,True,50,0.5,1510
134,2,0.012005874887108803,10.0,154.0,True,50,0.5,1510
135,3,0.017270832788199186,11.0,206.0,True,50,0.5,1510
136,4,0.02227908279746771,11.0,257.0,True,50,0.5,1510
137,5,0.027065707836300135,11.0,308.0,True,50,0.5,1510
138,6,0.03183283284306526,11.0,359.0,True,50,0.5,1510
139,7,0.03677074983716011,11.0,410.0,True,50,0.5,1510
140,8,0.0419619157910347,11.0,461.0,True,50,0.5,1510
141,9,0.047075457870960236,11.0,512.0,True,50,0.5,1510
142,10,0.052146332804113626,11.0,563.0,True,50,0.5,1510
143,0,0.00020720809698104858,4.0,50.0,True,50,0.75,1510
144,1,0.006999415811151266,5.0,102.0,True,50,0.75,1510
145,2,0.012005874887108803,46.0,154.0,True,50,0.75,1510
146,3,0.017270832788199186,46.0,205.0,True,50,0.75,1510
147,4,0.02227908279746771,46.0,256.0,True,50,0.75,1510
148,5,0.027065707836300135,46.0,307.0,True,50,0.75,1510
149,6,0.03183283284306526,46.0,358.0,True,50,0.75,1510
150,7,0.03677074983716011,46.0,409.0,True,50,0.75,1510
151,8,0.0419619157910347,46.0,460.0,True,50,0.75,1510
152,9,0.047075457870960236,46.0,511.0,True,50,0.75,1510
153,10,0.052146332804113626,46.0,562.0,True,50,0.75,1510
154,0,0.00020720809698104858,4.0,50.0,True,50,0.9,1510
155,1,0.006999415811151266,5.0,102.0,True,50,0.9,1510
156,2,0.012005874887108803,46.0,154.0,True,50,0.9,1510
157,3,0.017270832788199186,46.0,205.0,True,50,0.9,1510
158,4,0.02227908279746771,46.0,256.0,True,50,0.9,1510
159,5,0.027065707836300135,46.0,307.0,True,50,0.9,1510
160,6,0.03183283284306526,46.0,358.0,True,50,0.9,1510
161,7,0.03677074983716011,46.0,409.0,True,50,0.9,1510
162,8,0.0419619157910347,46.0,460.0,True,50,0.9,1510
163,9,0.047075457870960236,46.0,511.0,True,50,0.9,1510
164,10,0.052146332804113626,46.0,562.0,True,50,0.9,1510
165,0,0.00020720809698104858,4.0,100.0,True,100,0.1,1510
166,1,0.006999415811151266,9.0,202.0,True,100,0.1,1510
167,2,0.012005874887108803,10.0,304.0,True,100,0.1,1510
168,3,0.017270832788199186,14.0,406.0,True,100,0.1,1510
169,4,0.02227908279746771,19.0,508.0,True,100,0.1,1510
170,5,0.027065707836300135,20.0,610.0,True,100,0.1,1510
171,6,0.03183283284306526,20.0,711.0,True,100,0.1,1510
172,7,0.03677074983716011,20.0,812.0,True,100,0.1,1510
173,8,0.0419619157910347,20.0,913.0,True,100,0.1,1510
174,9,0.047075457870960236,20.0,1014.0,True,100,0.1,1510
175,10,0.052146332804113626,20.0,1115.0,True,100,0.1,1510
176,0,0.00020720809698104858,4.0,100.0,True,100,0.25,1510
177,1,0.006999415811151266,9.0,202.0,True,100,0.25,1510
178,2,0.012005874887108803,47.0,304.0,True,100,0.25,1510
179,3,0.017270832788199186,49.0,406.0,True,100,0.25,1510
180,4,0.02227908279746771,51.0,508.0,True,100,0.25,1510
181,5,0.027065707836300135,51.0,609.0,True,100,0.25,1510
182,6,0.03183283284306526,52.0,711.0,True,100,0.25,1510
183,7,0.03677074983716011,52.0,812.0,True,100,0.25,1510
184,8,0.0419619157910347,52.0,913.0,True,100,0.25,1510
185,9,0.047075457870960236,52.0,1014.0,True,100,0.25,1510
186,10,0.052146332804113626,52.0,1115.0,True,100,0.25,1510
187,0,0.00020720809698104858,4.0,100.0,True,100,0.5,1510
188,1,0.006999415811151266,6.0,202.0,True,100,0.5,1510
189,2,0.012005874887108803,9.0,304.0,True,100,0.5,1510
190,3,0.017270832788199186,9.0,405.0,True,100,0.5,1510
191,4,0.02227908279746771,9.0,506.0,True,100,0.5,1510
192,5,0.027065707836300135,9.0,607.0,True,100,0.5,1510
193,6,0.03183283284306526,9.0,708.0,True,100,0.5,1510
194,7,0.03677074983716011,9.0,809.0,True,100,0.5,1510
195,8,0.0419619157910347,12.0,911.0,True,100,0.5,1510
196,9,0.047075457870960236,12.0,1012.0,True,100,0.5,1510
197,10,0.052146332804113626,12.0,1113.0,True,100,0.5,1510
198,0,0.00020720809698104858,4.0,100.0,True,100,0.75,1510
199,1,0.006999415811151266,6.0,202.0,True,100,0.75,1510
200,2,0.012005874887108803,9.0,304.0,True,100,0.75,1510
201,3,0.017270832788199186,9.0,405.0,True,100,0.75,1510
202,4,0.02227908279746771,9.0,506.0,True,100,0.75,1510
203,5,0.027065707836300135,9.0,607.0,True,100,0.75,1510
204,6,0.03183283284306526,10.0,709.0,True,100,0.75,1510
205,7,0.03677074983716011,10.0,810.0,True,100,0.75,1510
206,8,0.0419619157910347,10.0,911.0,True,100,0.75,1510
207,9,0.047075457870960236,13.0,1013.0,True,100,0.75,1510
208,10,0.052146332804113626,13.0,1114.0,True,100,0.75,1510
209,0,0.00020720809698104858,4.0,100.0,True,100,0.9,1510
210,1,0.006999415811151266,6.0,202.0,True,100,0.9,1510
211,2,0.012005874887108803,9.0,304.0,True,100,0.9,1510
212,3,0.017270832788199186,9.0,405.0,True,100,0.9,1510
213,4,0.02227908279746771,9.0,506.0,True,100,0.9,1510
214,5,0.027065707836300135,9.0,607.0,True,100,0.9,1510
215,6,0.03183283284306526,9.0,708.0,True,100,0.9,1510
216,7,0.03677074983716011,9.0,809.0,True,100,0.9,1510
217,8,0.0419619157910347,9.0,910.0,True,100,0.9,1510
218,9,0.047075457870960236,9.0,1011.0,True,100,0.9,1510
219,10,0.052146332804113626,9.0,1112.0,True,100,0.9,1510
220,0,0.00020720809698104858,4.0,150.0,True,150,0.1,1510
221,1,0.006999415811151266,9.0,302.0,True,150,0.1,1510
222,2,0.012005874887108803,10.0,454.0,True,150,0.1,1510
223,3,0.017270832788199186,49.0,606.0,True,150,0.1,1510
224,4,0.02227908279746771,50.0,758.0,True,150,0.1,1510
225,5,0.027065707836300135,50.0,909.0,True,150,0.1,1510
226,6,0.03183283284306526,50.0,1060.0,True,150,0.1,1510
227,7,0.03677074983716011,51.0,1212.0,True,150,0.1,1510
228,8,0.0419619157910347,51.0,1363.0,True,150,0.1,1510
229,9,0.047075457870960236,51.0,1514.0,True,150,0.1,1510
230,10,0.052146332804113626,51.0,1665.0,True,150,0.1,1510
231,0,0.00020720809698104858,4.0,150.0,True,150,0.25,1510
232,1,0.006999415811151266,12.0,302.0,True,150,0.25,1510
233,2,0.012005874887108803,49.0,454.0,True,150,0.25,1510
234,3,0.017270832788199186,51.0,606.0,True,150,0.25,1510
235,4,0.02227908279746771,52.0,758.0,True,150,0.25,1510
236,5,0.027065707836300135,53.0,910.0,True,150,0.25,1510
237,6,0.03183283284306526,53.0,1061.0,True,150,0.25,1510
238,7,0.03677074983716011,53.0,1212.0,True,150,0.25,1510
239,8,0.0419619157910347,53.0,1363.0,True,150,0.25,1510
240,9,0.047075457870960236,53.0,1514.0,True,150,0.25,1510
241,10,0.052146332804113626,53.0,1665.0,True,150,0.25,1510
242,0,0.00020720809698104858,4.0,150.0,True,150,0.5,1510
243,1,0.006999415811151266,11.0,302.0,True,150,0.5,1510
244,2,0.012005874887108803,49.0,454.0,True,150,0.5,1510
245,3,0.017270832788199186,49.0,605.0,True,150,0.5,1510
246,4,0.02227908279746771,49.0,756.0,True,150,0.5,1510
247,5,0.027065707836300135,49.0,907.0,True,150,0.5,1510
248,6,0.03183283284306526,49.0,1058.0,True,150,0.5,1510
249,7,0.03677074983716011,49.0,1209.0,True,150,0.5,1510
250,8,0.0419619157910347,49.0,1360.0,True,150,0.5,1510
251,9,0.047075457870960236,51.0,1512.0,True,150,0.5,1510
252,10,0.052146332804113626,51.0,1663.0,True,150,0.5,1510
253,0,0.00020720809698104858,4.0,150.0,True,150,0.75,1510
254,1,0.006999415811151266,8.0,302.0,True,150,0.75,1510
255,2,0.012005874887108803,10.0,454.0,True,150,0.75,1510
256,3,0.017270832788199186,10.0,605.0,True,150,0.75,1510
257,4,0.02227908279746771,46.0,757.0,True,150,0.75,1510
258,5,0.027065707836300135,46.0,908.0,True,150,0.75,1510
259,6,0.03183283284306526,46.0,1059.0,True,150,0.75,1510
260,7,0.03677074983716011,46.0,1210.0,True,150,0.75,1510
261,8,0.0419619157910347,46.0,1361.0,True,150,0.75,1510
262,9,0.047075457870960236,46.0,1512.0,True,150,0.75,1510
263,10,0.052146332804113626,46.0,1663.0,True,150,0.75,1510
264,0,0.00020720809698104858,4.0,150.0,True,150,0.9,1510
265,1,0.006999415811151266,8.0,302.0,True,150,0.9,1510
266,2,0.012005874887108803,8.0,453.0,True,150,0.9,1510
267,3,0.017270832788199186,8.0,604.0,True,150,0.9,1510
268,4,0.02227908279746771,10.0,756.0,True,150,0.9,1510
269,5,0.027065707836300135,10.0,907.0,True,150,0.9,1510
270,6,0.03183283284306526,10.0,1058.0,True,150,0.9,1510
271,7,0.03677074983716011,47.0,1210.0,True,150,0.9,1510
272,8,0.0419619157910347,47.0,1361.0,True,150,0.9,1510
273,9,0.047075457870960236,47.0,1512.0,True,150,0.9,1510
274,10,0.052146332804113626,47.0,1663.0,True,150,0.9,1510
275,0,0.00020720809698104858,4.0,200.0,True,200,0.1,1510
276,1,0.006999415811151266,10.0,402.0,True,200,0.1,1510
277,2,0.012005874887108803,48.0,604.0,True,200,0.1,1510
278,3,0.017270832788199186,55.0,806.0,True,200,0.1,1510
279,4,0.02227908279746771,56.0,1008.0,True,200,0.1,1510
280,5,0.027065707836300135,60.0,1210.0,True,200,0.1,1510
281,6,0.03183283284306526,60.0,1411.0,True,200,0.1,1510
282,7,0.03677074983716011,60.0,1612.0,True,200,0.1,1510
283,8,0.0419619157910347,60.0,1813.0,True,200,0.1,1510
284,9,0.047075457870960236,60.0,2014.0,True,200,0.1,1510
285,10,0.052146332804113626,60.0,2215.0,True,200,0.1,1510
286,0,0.00020720809698104858,4.0,200.0,True,200,0.25,1510
287,1,0.006999415811151266,46.0,402.0,True,200,0.25,1510
288,2,0.012005874887108803,46.0,603.0,True,200,0.25,1510
289,3,0.017270832788199186,49.0,805.0,True,200,0.25,1510
290,4,0.02227908279746771,49.0,1006.0,True,200,0.25,1510
291,5,0.027065707836300135,52.0,1208.0,True,200,0.25,1510
292,6,0.03183283284306526,54.0,1410.0,True,200,0.25,1510
293,7,0.03677074983716011,55.0,1612.0,True,200,0.25,1510
294,8,0.0419619157910347,57.0,1814.0,True,200,0.25,1510
295,9,0.047075457870960236,57.0,2015.0,True,200,0.25,1510
296,10,0.052146332804113626,61.0,2217.0,True,200,0.25,1510
297,0,0.00020720809698104858,4.0,200.0,True,200,0.5,1510
298,1,0.006999415811151266,13.0,402.0,True,200,0.5,1510
299,2,0.012005874887108803,13.0,603.0,True,200,0.5,1510
300,3,0.017270832788199186,45.0,805.0,True,200,0.5,1510
301,4,0.02227908279746771,47.0,1007.0,True,200,0.5,1510
302,5,0.027065707836300135,47.0,1208.0,True,200,0.5,1510
303,6,0.03183283284306526,47.0,1409.0,True,200,0.5,1510
304,7,0.03677074983716011,47.0,1610.0,True,200,0.5,1510
305,8,0.0419619157910347,47.0,1811.0,True,200,0.5,1510
306,9,0.047075457870960236,50.0,2013.0,True,200,0.5,1510
307,10,0.052146332804113626,50.0,2214.0,True,200,0.5,1510
308,0,0.00020720809698104858,4.0,200.0,True,200,0.75,1510
309,1,0.006999415811151266,9.0,402.0,True,200,0.75,1510
310,2,0.012005874887108803,9.0,603.0,True,200,0.75,1510
311,3,0.017270832788199186,9.0,804.0,True,200,0.75,1510
312,4,0.02227908279746771,9.0,1005.0,True,200,0.75,1510
313,5,0.027065707836300135,11.0,1207.0,True,200,0.75,1510
314,6,0.03183283284306526,11.0,1408.0,True,200,0.75,1510
315,7,0.03677074983716011,11.0,1609.0,True,200,0.75,1510
316,8,0.0419619157910347,51.0,1811.0,True,200,0.75,1510
317,9,0.047075457870960236,51.0,2012.0,True,200,0.75,1510
318,10,0.052146332804113626,51.0,2213.0,True,200,0.75,1510
319,0,0.00020720809698104858,4.0,200.0,True,200,0.9,1510
320,1,0.006999415811151266,9.0,402.0,True,200,0.9,1510
321,2,0.012005874887108803,9.0,603.0,True,200,0.9,1510
322,3,0.017270832788199186,9.0,804.0,True,200,0.9,1510
323,4,0.02227908279746771,9.0,1005.0,True,200,0.9,1510
324,5,0.027065707836300135,11.0,1207.0,True,200,0.9,1510
325,6,0.03183283284306526,11.0,1408.0,True,200,0.9,1510
326,7,0.03677074983716011,11.0,1609.0,True,200,0.9,1510
327,8,0.0419619157910347,51.0,1811.0,True,200,0.9,1510
328,9,0.047075457870960236,51.0,2012.0,True,200,0.9,1510
329,10,0.052146332804113626,51.0,2213.0,True,200,0.9,1510
330,0,0.00020720809698104858,4.0,250.0,True,250,0.1,1510
331,1,0.006999415811151266,9.0,502.0,True,250,0.1,1510
332,2,0.012005874887108803,49.0,754.0,True,250,0.1,1510
333,3,0.017270832788199186,52.0,1006.0,True,250,0.1,1510
334,4,0.02227908279746771,56.0,1258.0,True,250,0.1,1510
335,5,0.027065707836300135,57.0,1510.0,True,250,0.1,1510
336,6,0.03183283284306526,62.0,1762.0,True,250,0.1,1510
337,7,0.03677074983716011,62.0,2013.0,True,250,0.1,1510
338,8,0.0419619157910347,62.0,2264.0,True,250,0.1,1510
339,9,0.047075457870960236,63.0,2516.0,True,250,0.1,1510
340,10,0.052146332804113626,63.0,2767.0,True,250,0.1,1510
341,0,0.00020720809698104858,4.0,250.0,True,250,0.25,1510
342,1,0.006999415811151266,46.0,502.0,True,250,0.25,1510
343,2,0.012005874887108803,57.0,754.0,True,250,0.25,1510
344,3,0.017270832788199186,57.0,1005.0,True,250,0.25,1510
345,4,0.02227908279746771,57.0,1256.0,True,250,0.25,1510
346,5,0.027065707836300135,57.0,1507.0,True,250,0.25,1510
347,6,0.03183283284306526,57.0,1758.0,True,250,0.25,1510
348,7,0.03677074983716011,60.0,2010.0,True,250,0.25,1510
349,8,0.0419619157910347,60.0,2261.0,True,250,0.25,1510
350,9,0.047075457870960236,61.0,2513.0,True,250,0.25,1510
351,10,0.052146332804113626,61.0,2764.0,True,250,0.25,1510
352,0,0.00020720809698104858,4.0,250.0,True,250,0.5,1510
353,1,0.006999415811151266,7.0,502.0,True,250,0.5,1510
354,2,0.012005874887108803,46.0,754.0,True,250,0.5,1510
355,3,0.017270832788199186,46.0,1005.0,True,250,0.5,1510
356,4,0.02227908279746771,46.0,1256.0,True,250,0.5,1510
357,5,0.027065707836300135,46.0,1507.0,True,250,0.5,1510
358,6,0.03183283284306526,46.0,1758.0,True,250,0.5,1510
359,7,0.03677074983716011,46.0,2009.0,True,250,0.5,1510
360,8,0.0419619157910347,46.0,2260.0,True,250,0.5,1510
361,9,0.047075457870960236,46.0,2511.0,True,250,0.5,1510
362,10,0.052146332804113626,47.0,2763.0,True,250,0.5,1510
363,0,0.00020720809698104858,4.0,250.0,True,250,0.75,1510
364,1,0.006999415811151266,9.0,502.0,True,250,0.75,1510
365,2,0.012005874887108803,9.0,753.0,True,250,0.75,1510
366,3,0.017270832788199186,9.0,1004.0,True,250,0.75,1510
367,4,0.02227908279746771,9.0,1255.0,True,250,0.75,1510
368,5,0.027065707836300135,9.0,1506.0,True,250,0.75,1510
369,6,0.03183283284306526,9.0,1757.0,True,250,0.75,1510
370,7,0.03677074983716011,9.0,2008.0,True,250,0.75,1510
371,8,0.0419619157910347,13.0,2260.0,True,250,0.75,1510
372,9,0.047075457870960236,13.0,2511.0,True,250,0.75,1510
373,10,0.052146332804113626,13.0,2762.0,True,250,0.75,1510
374,0,0.00020720809698104858,4.0,250.0,True,250,0.9,1510
375,1,0.006999415811151266,9.0,502.0,True,250,0.9,1510
376,2,0.012005874887108803,9.0,753.0,True,250,0.9,1510
377,3,0.017270832788199186,9.0,1004.0,True,250,0.9,1510
378,4,0.02227908279746771,9.0,1255.0,True,250,0.9,1510
379,5,0.027065707836300135,9.0,1506.0,True,250,0.9,1510
380,6,0.03183283284306526,9.0,1757.0,True,250,0.9,1510
381,7,0.03677074983716011,9.0,2008.0,True,250,0.9,1510
382,8,0.0419619157910347,13.0,2260.0,True,250,0.9,1510
383,9,0.047075457870960236,13.0,2511.0,True,250,0.9,1510
384,10,0.052146332804113626,13.0,2762.0,True,250,0.9,1510
385,0,0.00020720809698104858,4.0,500.0,True,500,0.1,1510
386,1,0.006999415811151266,47.0,1002.0,True,500,0.1,1510
387,2,0.012005874887108803,51.0,1504.0,True,500,0.1,1510
388,3,0.017270832788199186,53.0,2006.0,True,500,0.1,1510
389,4,0.02227908279746771,57.0,2508.0,True,500,0.1,1510
390,5,0.027065707836300135,64.0,3010.0,True,500,0.1,1510
391,6,0.03183283284306526,64.0,3511.0,True,500,0.1,1510
392,7,0.03677074983716011,64.0,4012.0,True,500,0.1,1510
393,8,0.0419619157910347,64.0,4513.0,True,500,0.1,1510
394,9,0.047075457870960236,71.0,5015.0,True,500,0.1,1510
395,10,0.052146332804113626,71.0,5516.0,True,500,0.1,1510
396,0,0.00020720809698104858,4.0,500.0,True,500,0.25,1510
397,1,0.006999415811151266,9.0,1002.0,True,500,0.25,1510
398,2,0.012005874887108803,51.0,1504.0,True,500,0.25,1510
399,3,0.017270832788199186,51.0,2005.0,True,500,0.25,1510
400,4,0.02227908279746771,52.0,2507.0,True,500,0.25,1510
401,5,0.027065707836300135,54.0,3009.0,True,500,0.25,1510
402,6,0.03183283284306526,57.0,3511.0,True,500,0.25,1510
403,7,0.03677074983716011,61.0,4013.0,True,500,0.25,1510
404,8,0.0419619157910347,62.0,4515.0,True,500,0.25,1510
405,9,0.047075457870960236,62.0,5016.0,True,500,0.25,1510
406,10,0.052146332804113626,64.0,5518.0,True,500,0.25,1510
407,0,0.00020720809698104858,4.0,500.0,True,500,0.5,1510
408,1,0.006999415811151266,11.0,1002.0,True,500,0.5,1510
409,2,0.012005874887108803,13.0,1504.0,True,500,0.5,1510
410,3,0.017270832788199186,13.0,2005.0,True,500,0.5,1510
411,4,0.02227908279746771,48.0,2507.0,True,500,0.5,1510
412,5,0.027065707836300135,48.0,3008.0,True,500,0.5,1510
413,6,0.03183283284306526,48.0,3509.0,True,500,0.5,1510
414,7,0.03677074983716011,48.0,4010.0,True,500,0.5,1510
415,8,0.0419619157910347,49.0,4512.0,True,500,0.5,1510
416,9,0.047075457870960236,49.0,5013.0,True,500,0.5,1510
417,10,0.052146332804113626,49.0,5514.0,True,500,0.5,1510
418,0,0.00020720809698104858,4.0,500.0,True,500,0.75,1510
419,1,0.006999415811151266,9.0,1002.0,True,500,0.75,1510
420,2,0.012005874887108803,46.0,1504.0,True,500,0.75,1510
421,3,0.017270832788199186,50.0,2006.0,True,500,0.75,1510
422,4,0.02227908279746771,50.0,2507.0,True,500,0.75,1510
423,5,0.027065707836300135,50.0,3008.0,True,500,0.75,1510
424,6,0.03183283284306526,50.0,3509.0,True,500,0.75,1510
425,7,0.03677074983716011,50.0,4010.0,True,500,0.75,1510
426,8,0.0419619157910347,50.0,4511.0,True,500,0.75,1510
427,9,0.047075457870960236,50.0,5012.0,True,500,0.75,1510
