,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
1012,10,0.0017383340746164322,11.0,1034.0,75,500,73
1013,1,0.0016319998539984226,12.0,1036.0,75,500,74
1014,2,0.001645917072892189,13.0,1038.0,75,500,74
1015,3,0.001660624984651804,13.0,1039.0,75,500,74
1016,4,0.0016706250607967377,14.0,1041.0,75,500,74
1017,5,0.001680999994277954,15.0,1043.0,75,500,74
1018,6,0.0016944590024650097,15.0,1044.0,75,500,74
1019,7,0.0017042919062078,15.0,1045.0,75,500,74
1020,8,0.001717583741992712,16.0,1047.0,75,500,74
1021,9,0.0017282087355852127,16.0,1048.0,75,500,74
1022,10,0.0017383340746164322,16.0,1049.0,75,500,74
1023,1,0.0016319998539984226,8.0,1051.0,75,500,75
1024,2,0.001645917072892189,9.0,1053.0,75,500,75
1025,3,0.001660624984651804,10.0,1055.0,75,500,75
1026,4,0.0016706250607967377,10.0,1056.0,75,500,75
1027,5,0.001680999994277954,10.0,1057.0,75,500,75
1028,6,0.0016944590024650097,10.0,1058.0,75,500,75
1029,7,0.0017042919062078,10.0,1059.0,75,500,75
1030,8,0.001717583741992712,10.0,1060.0,75,500,75
1031,9,0.0017282087355852127,10.0,1061.0,75,500,75
1032,10,0.0017383340746164322,11.0,1063.0,75,500,75
1033,0,7.279170677065849e-05,13.0,0.0,100,500,0
1034,1,0.0016319998539984226,13.0,1.0,100,500,0
1035,2,0.001645917072892189,13.0,2.0,100,500,0
1036,3,0.001660624984651804,14.0,4.0,100,500,0
1037,4,0.0016706250607967377,14.0,5.0,100,500,0
1038,5,0.001680999994277954,14.0,6.0,100,500,0
1039,6,0.0016944590024650097,15.0,8.0,100,500,0
1040,7,0.0017042919062078,15.0,9.0,100,500,0
1041,8,0.001717583741992712,16.0,11.0,100,500,0
1042,9,0.0017282087355852127,16.0,12.0,100,500,0
1043,10,0.0017383340746164322,16.0,13.0,100,500,0
1044,1,0.0016319998539984226,10.0,15.0,100,500,1
1045,2,0.001645917072892189,10.0,16.0,100,500,1
1046,3,0.001660624984651804,10.0,17.0,100,500,1
1047,4,0.0016706250607967377,10.0,18.0,100,500,1
1048,5,0.001680999994277954,11.0,20.0,100,500,1
1049,6,0.0016944590024650097,12.0,22.0,100,500,1
1050,7,0.0017042919062078,13.0,24.0,100,500,1
1051,8,0.001717583741992712,13.0,25.0,100,500,1
1052,9,0.0017282087355852127,13.0,26.0,100,500,1
1053,10,0.0017383340746164322,13.0,27.0,100,500,1
1054,1,0.0016319998539984226,14.0,28.0,100,500,2
1055,2,0.001645917072892189,15.0,30.0,100,500,2
1056,3,0.001660624984651804,15.0,31.0,100,500,2
1057,4,0.0016706250607967377,16.0,33.0,100,500,2
1058,5,0.001680999994277954,17.0,35.0,100,500,2
1059,6,0.0016944590024650097,17.0,36.0,100,500,2
1060,7,0.0017042919062078,17.0,37.0,100,500,2
1061,8,0.001717583741992712,17.0,38.0,100,500,2
1062,9,0.0017282087355852127,17.0,39.0,100,500,2
1063,10,0.0017383340746164322,18.0,41.0,100,500,2
1064,1,0.0016319998539984226,13.0,42.0,100,500,3
1065,2,0.001645917072892189,13.0,43.0,100,500,3
1066,3,0.001660624984651804,13.0,44.0,100,500,3
1067,4,0.0016706250607967377,13.0,45.0,100,500,3
1068,5,0.001680999994277954,14.0,47.0,100,500,3
1069,6,0.0016944590024650097,15.0,49.0,100,500,3
1070,7,0.0017042919062078,15.0,50.0,100,500,3
1071,8,0.001717583741992712,15.0,51.0,100,500,3
1072,9,0.0017282087355852127,16.0,53.0,100,500,3
1073,10,0.0017383340746164322,16.0,54.0,100,500,3
1074,1,0.0016319998539984226,6.0,56.0,100,500,4
1075,2,0.001645917072892189,7.0,58.0,100,500,4
1076,3,0.001660624984651804,7.0,59.0,100,500,4
1077,4,0.0016706250607967377,7.0,60.0,100,500,4
1078,5,0.001680999994277954,8.0,62.0,100,500,4
1079,6,0.0016944590024650097,9.0,64.0,100,500,4
1080,7,0.0017042919062078,10.0,66.0,100,500,4
1081,8,0.001717583741992712,11.0,68.0,100,500,4
1082,9,0.0017282087355852127,11.0,69.0,100,500,4
1083,10,0.0017383340746164322,12.0,71.0,100,500,4
1084,1,0.0016319998539984226,10.0,72.0,100,500,5
1085,2,0.001645917072892189,10.0,73.0,100,500,5
1086,3,0.001660624984651804,11.0,75.0,100,500,5
1087,4,0.0016706250607967377,12.0,77.0,100,500,5
1088,5,0.001680999994277954,12.0,78.0,100,500,5
1089,6,0.0016944590024650097,12.0,79.0,100,500,5
1090,7,0.0017042919062078,12.0,80.0,100,500,5
1091,8,0.001717583741992712,12.0,81.0,100,500,5
1092,9,0.0017282087355852127,13.0,83.0,100,500,5
1093,10,0.0017383340746164322,13.0,84.0,100,500,5
1094,1,0.0016319998539984226,11.0,86.0,100,500,6
1095,2,0.001645917072892189,12.0,88.0,100,500,6
1096,3,0.001660624984651804,12.0,89.0,100,500,6
1097,4,0.0016706250607967377,13.0,91.0,100,500,6
1098,5,0.001680999994277954,13.0,92.0,100,500,6
1099,6,0.0016944590024650097,14.0,94.0,100,500,6
1100,7,0.0017042919062078,14.0,95.0,100,500,6
1101,8,0.001717583741992712,14.0,96.0,100,500,6
1102,9,0.0017282087355852127,14.0,97.0,100,500,6
1103,10,0.0017383340746164322,14.0,98.0,100,500,6
1104,1,0.0016319998539984226,10.0,100.0,100,500,7
1105,2,0.001645917072892189,11.0,102.0,100,500,7
1106,3,0.001660624984651804,11.0,103.0,100,500,7
1107,4,0.0016706250607967377,12.0,105.0,100,500,7
1108,5,0.001680999994277954,12.0,106.0,100,500,7
1109,6,0.0016944590024650097,12.0,107.0,100,500,7
1110,7,0.0017042919062078,12.0,108.0,100,500,7
1111,8,0.001717583741992712,12.0,109.0,100,500,7
1112,9,0.0017282087355852127,12.0,110.0,100,500,7
1113,10,0.0017383340746164322,12.0,111.0,100,500,7
1114,1,0.0016319998539984226,13.0,112.0,100,500,8
1115,2,0.001645917072892189,13.0,113.0,100,500,8
1116,3,0.001660624984651804,14.0,115.0,100,500,8
1117,4,0.0016706250607967377,14.0,116.0,100,500,8
1118,5,0.001680999994277954,14.0,117.0,100,500,8
1119,6,0.0016944590024650097,14.0,118.0,100,500,8
1120,7,0.0017042919062078,15.0,120.0,100,500,8
1121,8,0.001717583741992712,15.0,121.0,100,500,8
1122,9,0.0017282087355852127,16.0,123.0,100,500,8
1123,10,0.0017383340746164322,16.0,124.0,100,500,8
1124,1,0.0016319998539984226,7.0,125.0,100,500,9
1125,2,0.001645917072892189,8.0,127.0,100,500,9
1126,3,0.001660624984651804,8.0,128.0,100,500,9
1127,4,0.0016706250607967377,9.0,130.0,100,500,9
1128,5,0.001680999994277954,10.0,132.0,100,500,9
1129,6,0.0016944590024650097,11.0,134.0,100,500,9
1130,7,0.0017042919062078,11.0,135.0,100,500,9
1131,8,0.001717583741992712,12.0,137.0,100,500,9
1132,9,0.0017282087355852127,13.0,139.0,100,500,9
1133,10,0.0017383340746164322,13.0,140.0,100,500,9
1134,1,0.0016319998539984226,10.0,141.0,100,500,10
1135,2,0.001645917072892189,10.0,142.0,100,500,10
1136,3,0.001660624984651804,10.0,143.0,100,500,10
1137,4,0.0016706250607967377,10.0,144.0,100,500,10
1138,5,0.001680999994277954,11.0,146.0,100,500,10
1139,6,0.0016944590024650097,12.0,148.0,100,500,10
1140,7,0.0017042919062078,12.0,149.0,100,500,10
1141,8,0.001717583741992712,12.0,150.0,100,500,10
1142,9,0.0017282087355852127,13.0,152.0,100,500,10
1143,10,0.0017383340746164322,13.0,153.0,100,500,10
1144,1,0.0016319998539984226,11.0,155.0,100,500,11
1145,2,0.001645917072892189,12.0,157.0,100,500,11
1146,3,0.001660624984651804,12.0,158.0,100,500,11
1147,4,0.0016706250607967377,12.0,159.0,100,500,11
1148,5,0.001680999994277954,13.0,161.0,100,500,11
1149,6,0.0016944590024650097,14.0,163.0,100,500,11
1150,7,0.0017042919062078,14.0,164.0,100,500,11
1151,8,0.001717583741992712,15.0,166.0,100,500,11
1152,9,0.0017282087355852127,15.0,167.0,100,500,11
1153,10,0.0017383340746164322,15.0,168.0,100,500,11
1154,1,0.0016319998539984226,11.0,169.0,100,500,12
1155,2,0.001645917072892189,11.0,170.0,100,500,12
1156,3,0.001660624984651804,12.0,172.0,100,500,12
1157,4,0.0016706250607967377,13.0,174.0,100,500,12
1158,5,0.001680999994277954,13.0,175.0,100,500,12
1159,6,0.0016944590024650097,13.0,176.0,100,500,12
1160,7,0.0017042919062078,13.0,177.0,100,500,12
1161,8,0.001717583741992712,14.0,179.0,100,500,12
1162,9,0.0017282087355852127,15.0,181.0,100,500,12
1163,10,0.0017383340746164322,15.0,182.0,100,500,12
1164,1,0.0016319998539984226,12.0,183.0,100,500,13
1165,2,0.001645917072892189,13.0,185.0,100,500,13
1166,3,0.001660624984651804,13.0,186.0,100,500,13
1167,4,0.0016706250607967377,13.0,187.0,100,500,13
1168,5,0.001680999994277954,13.0,188.0,100,500,13
1169,6,0.0016944590024650097,13.0,189.0,100,500,13
1170,7,0.0017042919062078,14.0,191.0,100,500,13
1171,8,0.001717583741992712,14.0,192.0,100,500,13
1172,9,0.0017282087355852127,15.0,194.0,100,500,13
1173,10,0.0017383340746164322,16.0,196.0,100,500,13
1174,1,0.0016319998539984226,10.0,197.0,100,500,14
1175,2,0.001645917072892189,11.0,199.0,100,500,14
1176,3,0.001660624984651804,12.0,201.0,100,500,14
1177,4,0.0016706250607967377,12.0,202.0,100,500,14
1178,5,0.001680999994277954,12.0,203.0,100,500,14
1179,6,0.0016944590024650097,12.0,204.0,100,500,14
1180,7,0.0017042919062078,12.0,205.0,100,500,14
1181,8,0.001717583741992712,12.0,206.0,100,500,14
1182,9,0.0017282087355852127,13.0,208.0,100,500,14
1183,10,0.0017383340746164322,14.0,210.0,100,500,14
1184,1,0.0016319998539984226,11.0,211.0,100,500,15
1185,2,0.001645917072892189,11.0,212.0,100,500,15
1186,3,0.001660624984651804,11.0,213.0,100,500,15
1187,4,0.0016706250607967377,11.0,214.0,100,500,15
1188,5,0.001680999994277954,11.0,215.0,100,500,15
1189,6,0.0016944590024650097,11.0,216.0,100,500,15
1190,7,0.0017042919062078,11.0,217.0,100,500,15
1191,8,0.001717583741992712,11.0,218.0,100,500,15
1192,9,0.0017282087355852127,11.0,219.0,100,500,15
1193,10,0.0017383340746164322,11.0,220.0,100,500,15
1194,1,0.0016319998539984226,12.0,222.0,100,500,16
1195,2,0.001645917072892189,12.0,223.0,100,500,16
1196,3,0.001660624984651804,13.0,225.0,100,500,16
1197,4,0.0016706250607967377,13.0,226.0,100,500,16
1198,5,0.001680999994277954,14.0,228.0,100,500,16
1199,6,0.0016944590024650097,15.0,230.0,100,500,16
1200,7,0.0017042919062078,15.0,231.0,100,500,16
1201,8,0.001717583741992712,15.0,232.0,100,500,16
1202,9,0.0017282087355852127,15.0,233.0,100,500,16
1203,10,0.0017383340746164322,16.0,235.0,100,500,16
1204,1,0.0016319998539984226,5.0,236.0,100,500,17
1205,2,0.001645917072892189,6.0,238.0,100,500,17
1206,3,0.001660624984651804,7.0,240.0,100,500,17
1207,4,0.0016706250607967377,8.0,242.0,100,500,17
1208,5,0.001680999994277954,9.0,244.0,100,500,17
1209,6,0.0016944590024650097,9.0,245.0,100,500,17
1210,7,0.0017042919062078,10.0,247.0,100,500,17
1211,8,0.001717583741992712,10.0,248.0,100,500,17
1212,9,0.0017282087355852127,10.0,249.0,100,500,17
1213,10,0.0017383340746164322,11.0,251.0,100,500,17
1214,1,0.0016319998539984226,12.0,252.0,100,500,18
1215,2,0.001645917072892189,13.0,254.0,100,500,18
1216,3,0.001660624984651804,13.0,255.0,100,500,18
1217,4,0.0016706250607967377,14.0,257.0,100,500,18
1218,5,0.001680999994277954,14.0,258.0,100,500,18
1219,6,0.0016944590024650097,15.0,260.0,100,500,18
1220,7,0.0017042919062078,15.0,261.0,100,500,18
1221,8,0.001717583741992712,16.0,263.0,100,500,18
1222,9,0.0017282087355852127,17.0,265.0,100,500,18
1223,10,0.0017383340746164322,17.0,266.0,100,500,18
1224,1,0.0016319998539984226,12.0,267.0,100,500,19
1225,2,0.001645917072892189,12.0,268.0,100,500,19
1226,3,0.001660624984651804,12.0,269.0,100,500,19
1227,4,0.0016706250607967377,13.0,271.0,100,500,19
1228,5,0.001680999994277954,13.0,272.0,100,500,19
1229,6,0.0016944590024650097,13.0,273.0,100,500,19
1230,7,0.0017042919062078,13.0,274.0,100,500,19
1231,8,0.001717583741992712,13.0,275.0,100,500,19
1232,9,0.0017282087355852127,13.0,276.0,100,500,19
1233,10,0.0017383340746164322,13.0,277.0,100,500,19
1234,1,0.0016319998539984226,14.0,278.0,100,500,20
1235,2,0.001645917072892189,14.0,279.0,100,500,20
1236,3,0.001660624984651804,14.0,280.0,100,500,20
1237,4,0.0016706250607967377,14.0,281.0,100,500,20
1238,5,0.001680999994277954,14.0,282.0,100,500,20
1239,6,0.0016944590024650097,14.0,283.0,100,500,20
1240,7,0.0017042919062078,14.0,284.0,100,500,20
1241,8,0.001717583741992712,14.0,285.0,100,500,20
1242,9,0.0017282087355852127,14.0,286.0,100,500,20
1243,10,0.0017383340746164322,14.0,287.0,100,500,20
1244,1,0.0016319998539984226,13.0,288.0,100,500,21
1245,2,0.001645917072892189,14.0,290.0,100,500,21
1246,3,0.001660624984651804,15.0,292.0,100,500,21
1247,4,0.0016706250607967377,15.0,293.0,100,500,21
1248,5,0.001680999994277954,15.0,294.0,100,500,21
1249,6,0.0016944590024650097,15.0,295.0,100,500,21
1250,7,0.0017042919062078,15.0,296.0,100,500,21
1251,8,0.001717583741992712,15.0,297.0,100,500,21
1252,9,0.0017282087355852127,15.0,298.0,100,500,21
1253,10,0.0017383340746164322,16.0,300.0,100,500,21
1254,1,0.0016319998539984226,11.0,302.0,100,500,22
1255,2,0.001645917072892189,12.0,304.0,100,500,22
1256,3,0.001660624984651804,12.0,305.0,100,500,22
1257,4,0.0016706250607967377,12.0,306.0,100,500,22
1258,5,0.001680999994277954,13.0,308.0,100,500,22
1259,6,0.0016944590024650097,13.0,309.0,100,500,22
1260,7,0.0017042919062078,13.0,310.0,100,500,22
1261,8,0.001717583741992712,13.0,311.0,100,500,22
1262,9,0.0017282087355852127,14.0,313.0,100,500,22
1263,10,0.0017383340746164322,15.0,315.0,100,500,22
1264,1,0.0016319998539984226,10.0,317.0,100,500,23
1265,2,0.001645917072892189,11.0,319.0,100,500,23
1266,3,0.001660624984651804,11.0,320.0,100,500,23
1267,4,0.0016706250607967377,12.0,322.0,100,500,23
1268,5,0.001680999994277954,12.0,323.0,100,500,23
1269,6,0.0016944590024650097,13.0,325.0,100,500,23
1270,7,0.0017042919062078,13.0,326.0,100,500,23
1271,8,0.001717583741992712,14.0,328.0,100,500,23
1272,9,0.0017282087355852127,14.0,329.0,100,500,23
1273,10,0.0017383340746164322,14.0,330.0,100,500,23
1274,1,0.0016319998539984226,9.0,332.0,100,500,24
1275,2,0.001645917072892189,10.0,334.0,100,500,24
1276,3,0.001660624984651804,10.0,335.0,100,500,24
1277,4,0.0016706250607967377,11.0,337.0,100,500,24
1278,5,0.001680999994277954,11.0,338.0,100,500,24
1279,6,0.0016944590024650097,11.0,339.0,100,500,24
1280,7,0.0017042919062078,11.0,340.0,100,500,24
1281,8,0.001717583741992712,12.0,342.0,100,500,24
1282,9,0.0017282087355852127,13.0,344.0,100,500,24
1283,10,0.0017383340746164322,13.0,345.0,100,500,24
1284,1,0.0016319998539984226,12.0,346.0,100,500,25
1285,2,0.001645917072892189,12.0,347.0,100,500,25
1286,3,0.001660624984651804,13.0,349.0,100,500,25
1287,4,0.0016706250607967377,13.0,350.0,100,500,25
1288,5,0.001680999994277954,14.0,352.0,100,500,25
1289,6,0.0016944590024650097,14.0,353.0,100,500,25
1290,7,0.0017042919062078,14.0,354.0,100,500,25
1291,8,0.001717583741992712,15.0,356.0,100,500,25
1292,9,0.0017282087355852127,15.0,357.0,100,500,25
1293,10,0.0017383340746164322,15.0,358.0,100,500,25
1294,1,0.0016319998539984226,14.0,359.0,100,500,26
1295,2,0.001645917072892189,15.0,361.0,100,500,26
1296,3,0.001660624984651804,15.0,362.0,100,500,26
1297,4,0.0016706250607967377,16.0,364.0,100,500,26
1298,5,0.001680999994277954,17.0,366.0,100,500,26
1299,6,0.0016944590024650097,17.0,367.0,100,500,26
1300,7,0.0017042919062078,18.0,369.0,100,500,26
1301,8,0.001717583741992712,18.0,370.0,100,500,26
1302,9,0.0017282087355852127,18.0,371.0,100,500,26
1303,10,0.0017383340746164322,18.0,372.0,100,500,26
1304,1,0.0016319998539984226,10.0,373.0,100,500,27
1305,2,0.001645917072892189,11.0,375.0,100,500,27
1306,3,0.001660624984651804,12.0,377.0,100,500,27
1307,4,0.0016706250607967377,12.0,378.0,100,500,27
1308,5,0.001680999994277954,12.0,379.0,100,500,27
1309,6,0.0016944590024650097,12.0,380.0,100,500,27
1310,7,0.0017042919062078,12.0,381.0,100,500,27
1311,8,0.001717583741992712,12.0,382.0,100,500,27
1312,9,0.0017282087355852127,13.0,384.0,100,500,27
1313,10,0.0017383340746164322,14.0,386.0,100,500,27
1314,1,0.0016319998539984226,8.0,387.0,100,500,28
1315,2,0.001645917072892189,8.0,388.0,100,500,28
1316,3,0.001660624984651804,8.0,389.0,100,500,28
1317,4,0.0016706250607967377,8.0,390.0,100,500,28
1318,5,0.001680999994277954,9.0,392.0,100,500,28
1319,6,0.0016944590024650097,9.0,393.0,100,500,28
1320,7,0.0017042919062078,10.0,395.0,100,500,28
1321,8,0.001717583741992712,10.0,396.0,100,500,28
1322,9,0.0017282087355852127,11.0,398.0,100,500,28
1323,10,0.0017383340746164322,11.0,399.0,100,500,28
1324,1,0.0016319998539984226,9.0,400.0,100,500,29
1325,2,0.001645917072892189,9.0,401.0,100,500,29
1326,3,0.001660624984651804,10.0,403.0,100,500,29
1327,4,0.0016706250607967377,11.0,405.0,100,500,29
1328,5,0.001680999994277954,12.0,407.0,100,500,29
1329,6,0.0016944590024650097,13.0,409.0,100,500,29
1330,7,0.0017042919062078,13.0,410.0,100,500,29
1331,8,0.001717583741992712,13.0,411.0,100,500,29
1332,9,0.0017282087355852127,14.0,413.0,100,500,29
1333,10,0.0017383340746164322,15.0,415.0,100,500,29
1334,1,0.0016319998539984226,12.0,416.0,100,500,30
1335,2,0.001645917072892189,13.0,418.0,100,500,30
1336,3,0.001660624984651804,13.0,419.0,100,500,30
1337,4,0.0016706250607967377,13.0,420.0,100,500,30
1338,5,0.001680999994277954,14.0,422.0,100,500,30
1339,6,0.0016944590024650097,14.0,423.0,100,500,30
1340,7,0.0017042919062078,15.0,425.0,100,500,30
1341,8,0.001717583741992712,15.0,426.0,100,500,30
1342,9,0.0017282087355852127,16.0,428.0,100,500,30
1343,10,0.0017383340746164322,16.0,429.0,100,500,30
1344,1,0.0016319998539984226,6.0,430.0,100,500,31
1345,2,0.001645917072892189,7.0,432.0,100,500,31
1346,3,0.001660624984651804,8.0,434.0,100,500,31
1347,4,0.0016706250607967377,9.0,436.0,100,500,31
1348,5,0.001680999994277954,9.0,437.0,100,500,31
1349,6,0.0016944590024650097,10.0,439.0,100,500,31
1350,7,0.0017042919062078,11.0,441.0,100,500,31
1351,8,0.001717583741992712,11.0,442.0,100,500,31
1352,9,0.0017282087355852127,12.0,444.0,100,500,31
1353,10,0.0017383340746164322,12.0,445.0,100,500,31
1354,1,0.0016319998539984226,13.0,446.0,100,500,32
1355,2,0.001645917072892189,13.0,447.0,100,500,32
1356,3,0.001660624984651804,14.0,449.0,100,500,32
1357,4,0.0016706250607967377,15.0,451.0,100,500,32
1358,5,0.001680999994277954,15.0,452.0,100,500,32
1359,6,0.0016944590024650097,16.0,454.0,100,500,32
1360,7,0.0017042919062078,16.0,455.0,100,500,32
1361,8,0.001717583741992712,16.0,456.0,100,500,32
1362,9,0.0017282087355852127,16.0,457.0,100,500,32
1363,10,0.0017383340746164322,16.0,458.0,100,500,32
1364,1,0.0016319998539984226,8.0,459.0,100,500,33
1365,2,0.001645917072892189,8.0,460.0,100,500,33
1366,3,0.001660624984651804,9.0,462.0,100,500,33
1367,4,0.0016706250607967377,10.0,464.0,100,500,33
1368,5,0.001680999994277954,11.0,466.0,100,500,33
1369,6,0.0016944590024650097,12.0,468.0,100,500,33
1370,7,0.0017042919062078,12.0,469.0,100,500,33
1371,8,0.001717583741992712,13.0,471.0,100,500,33
1372,9,0.0017282087355852127,13.0,472.0,100,500,33
1373,10,0.0017383340746164322,13.0,473.0,100,500,33
1374,1,0.0016319998539984226,7.0,475.0,100,500,34
1375,2,0.001645917072892189,8.0,477.0,100,500,34
1376,3,0.001660624984651804,9.0,479.0,100,500,34
1377,4,0.0016706250607967377,9.0,480.0,100,500,34
1378,5,0.001680999994277954,10.0,482.0,100,500,34
1379,6,0.0016944590024650097,10.0,483.0,100,500,34
1380,7,0.0017042919062078,10.0,484.0,100,500,34
1381,8,0.001717583741992712,11.0,486.0,100,500,34
1382,9,0.0017282087355852127,11.0,487.0,100,500,34
1383,10,0.0017383340746164322,11.0,488.0,100,500,34
1384,1,0.0016319998539984226,11.0,490.0,100,500,35
1385,2,0.001645917072892189,11.0,491.0,100,500,35
1386,3,0.001660624984651804,12.0,493.0,100,500,35
1387,4,0.0016706250607967377,12.0,494.0,100,500,35
1388,5,0.001680999994277954,12.0,495.0,100,500,35
1389,6,0.0016944590024650097,12.0,496.0,100,500,35
1390,7,0.0017042919062078,13.0,498.0,100,500,35
1391,8,0.001717583741992712,14.0,500.0,100,500,35
1392,9,0.0017282087355852127,14.0,501.0,100,500,35
1393,10,0.0017383340746164322,14.0,502.0,100,500,35
1394,1,0.0016319998539984226,12.0,504.0,100,500,36
1395,2,0.001645917072892189,12.0,505.0,100,500,36
1396,3,0.001660624984651804,12.0,506.0,100,500,36
1397,4,0.0016706250607967377,13.0,508.0,100,500,36
1398,5,0.001680999994277954,14.0,510.0,100,500,36
1399,6,0.0016944590024650097,15.0,512.0,100,500,36
1400,7,0.0017042919062078,15.0,513.0,100,500,36
1401,8,0.001717583741992712,15.0,514.0,100,500,36
1402,9,0.0017282087355852127,15.0,515.0,100,500,36
1403,10,0.0017383340746164322,15.0,516.0,100,500,36
1404,1,0.0016319998539984226,7.0,518.0,100,500,37
1405,2,0.001645917072892189,8.0,520.0,100,500,37
1406,3,0.001660624984651804,8.0,521.0,100,500,37
1407,4,0.0016706250607967377,9.0,523.0,100,500,37
1408,5,0.001680999994277954,9.0,524.0,100,500,37
1409,6,0.0016944590024650097,9.0,525.0,100,500,37
1410,7,0.0017042919062078,10.0,527.0,100,500,37
1411,8,0.001717583741992712,11.0,529.0,100,500,37
1412,9,0.0017282087355852127,11.0,530.0,100,500,37
1413,10,0.0017383340746164322,12.0,532.0,100,500,37
1414,1,0.0016319998539984226,11.0,533.0,100,500,38
1415,2,0.001645917072892189,11.0,534.0,100,500,38
1416,3,0.001660624984651804,12.0,536.0,100,500,38
1417,4,0.0016706250607967377,13.0,538.0,100,500,38
1418,5,0.001680999994277954,14.0,540.0,100,500,38
1419,6,0.0016944590024650097,15.0,542.0,100,500,38
1420,7,0.0017042919062078,15.0,543.0,100,500,38
1421,8,0.001717583741992712,15.0,544.0,100,500,38
1422,9,0.0017282087355852127,15.0,545.0,100,500,38
1423,10,0.0017383340746164322,15.0,546.0,100,500,38
1424,1,0.0016319998539984226,14.0,547.0,100,500,39
1425,2,0.001645917072892189,14.0,548.0,100,500,39
1426,3,0.001660624984651804,14.0,549.0,100,500,39
1427,4,0.0016706250607967377,15.0,551.0,100,500,39
1428,5,0.001680999994277954,15.0,552.0,100,500,39
1429,6,0.0016944590024650097,15.0,553.0,100,500,39
1430,7,0.0017042919062078,16.0,555.0,100,500,39
1431,8,0.001717583741992712,16.0,556.0,100,500,39
1432,9,0.0017282087355852127,17.0,558.0,100,500,39
1433,10,0.0017383340746164322,17.0,559.0,100,500,39
1434,1,0.0016319998539984226,11.0,561.0,100,500,40
1435,2,0.001645917072892189,11.0,562.0,100,500,40
1436,3,0.001660624984651804,11.0,563.0,100,500,40
1437,4,0.0016706250607967377,12.0,565.0,100,500,40
1438,5,0.001680999994277954,12.0,566.0,100,500,40
1439,6,0.0016944590024650097,13.0,568.0,100,500,40
1440,7,0.0017042919062078,14.0,570.0,100,500,40
1441,8,0.001717583741992712,15.0,572.0,100,500,40
1442,9,0.0017282087355852127,15.0,573.0,100,500,40
1443,10,0.0017383340746164322,15.0,574.0,100,500,40
1444,1,0.0016319998539984226,12.0,575.0,100,500,41
1445,2,0.001645917072892189,12.0,576.0,100,500,41
1446,3,0.001660624984651804,13.0,578.0,100,500,41
1447,4,0.0016706250607967377,13.0,579.0,100,500,41
1448,5,0.001680999994277954,13.0,580.0,100,500,41
1449,6,0.0016944590024650097,13.0,581.0,100,500,41
1450,7,0.0017042919062078,14.0,583.0,100,500,41
1451,8,0.001717583741992712,14.0,584.0,100,500,41
1452,9,0.0017282087355852127,15.0,586.0,100,500,41
1453,10,0.0017383340746164322,16.0,588.0,100,500,41
1454,1,0.0016319998539984226,10.0,589.0,100,500,42
1455,2,0.001645917072892189,11.0,591.0,100,500,42
1456,3,0.001660624984651804,11.0,592.0,100,500,42
1457,4,0.0016706250607967377,11.0,593.0,100,500,42
1458,5,0.001680999994277954,11.0,594.0,100,500,42
1459,6,0.0016944590024650097,12.0,596.0,100,500,42
1460,7,0.0017042919062078,12.0,597.0,100,500,42
1461,8,0.001717583741992712,12.0,598.0,100,500,42
1462,9,0.0017282087355852127,12.0,599.0,100,500,42
1463,10,0.0017383340746164322,13.0,601.0,100,500,42
1464,1,0.0016319998539984226,14.0,602.0,100,500,43
1465,2,0.001645917072892189,14.0,603.0,100,500,43
1466,3,0.001660624984651804,14.0,604.0,100,500,43
1467,4,0.0016706250607967377,14.0,605.0,100,500,43
1468,5,0.001680999994277954,15.0,607.0,100,500,43
1469,6,0.0016944590024650097,15.0,608.0,100,500,43
1470,7,0.0017042919062078,15.0,609.0,100,500,43
1471,8,0.001717583741992712,16.0,611.0,100,500,43
1472,9,0.0017282087355852127,16.0,612.0,100,500,43
1473,10,0.0017383340746164322,17.0,614.0,100,500,43
1474,1,0.0016319998539984226,11.0,616.0,100,500,44
1475,2,0.001645917072892189,11.0,617.0,100,500,44
1476,3,0.001660624984651804,11.0,618.0,100,500,44
1477,4,0.0016706250607967377,11.0,619.0,100,500,44
1478,5,0.001680999994277954,11.0,620.0,100,500,44
1479,6,0.0016944590024650097,12.0,622.0,100,500,44
1480,7,0.0017042919062078,12.0,623.0,100,500,44
1481,8,0.001717583741992712,13.0,625.0,100,500,44
1482,9,0.0017282087355852127,14.0,627.0,100,500,44
1483,10,0.0017383340746164322,14.0,628.0,100,500,44
1484,1,0.0016319998539984226,14.0,630.0,100,500,45
1485,2,0.001645917072892189,15.0,632.0,100,500,45
1486,3,0.001660624984651804,15.0,633.0,100,500,45
1487,4,0.0016706250607967377,16.0,635.0,100,500,45
1488,5,0.001680999994277954,16.0,636.0,100,500,45
1489,6,0.0016944590024650097,16.0,637.0,100,500,45
1490,7,0.0017042919062078,16.0,638.0,100,500,45
1491,8,0.001717583741992712,16.0,639.0,100,500,45
1492,9,0.0017282087355852127,17.0,641.0,100,500,45
1493,10,0.0017383340746164322,18.0,643.0,100,500,45
1494,1,0.0016319998539984226,10.0,645.0,100,500,46
1495,2,0.001645917072892189,10.0,646.0,100,500,46
1496,3,0.001660624984651804,11.0,648.0,100,500,46
1497,4,0.0016706250607967377,11.0,649.0,100,500,46
1498,5,0.001680999994277954,11.0,650.0,100,500,46
1499,6,0.0016944590024650097,12.0,652.0,100,500,46
1500,7,0.0017042919062078,13.0,654.0,100,500,46
