,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
54,10,0.004348875023424625,18.0,123.0,10,1.0,500
55,0,0.00018629198893904686,13.0,20.0,20,0.1,500
56,1,0.002343208994716406,14.0,42.0,20,0.1,500
57,2,0.0025731250643730164,14.0,63.0,20,0.1,500
58,3,0.0027912496589124203,15.0,85.0,20,0.1,500
59,4,0.003016625065356493,15.0,106.0,20,0.1,500
60,5,0.003234749659895897,17.0,128.0,20,0.1,500
61,6,0.003454874735325575,17.0,149.0,20,0.1,500
62,7,0.003682916983962059,17.0,170.0,20,0.1,500
63,8,0.003900791984051466,17.0,191.0,20,0.1,500
64,9,0.004117792006582022,18.0,213.0,20,0.1,500
65,10,0.004348875023424625,19.0,235.0,20,0.1,500
66,0,0.00018629198893904686,13.0,20.0,20,0.2,500
67,1,0.002343208994716406,15.0,42.0,20,0.2,500
68,2,0.0025731250643730164,15.0,63.0,20,0.2,500
69,3,0.0027912496589124203,15.0,84.0,20,0.2,500
70,4,0.003016625065356493,15.0,105.0,20,0.2,500
71,5,0.003234749659895897,16.0,127.0,20,0.2,500
72,6,0.003454874735325575,17.0,149.0,20,0.2,500
73,7,0.003682916983962059,17.0,170.0,20,0.2,500
74,8,0.003900791984051466,18.0,192.0,20,0.2,500
75,9,0.004117792006582022,19.0,214.0,20,0.2,500
76,10,0.004348875023424625,19.0,235.0,20,0.2,500
77,0,0.00018629198893904686,13.0,20.0,20,0.5,500
78,1,0.002343208994716406,14.0,42.0,20,0.5,500
79,2,0.0025731250643730164,19.0,64.0,20,0.5,500
80,3,0.0027912496589124203,19.0,85.0,20,0.5,500
81,4,0.003016625065356493,19.0,106.0,20,0.5,500
82,5,0.003234749659895897,19.0,127.0,20,0.5,500
83,6,0.003454874735325575,19.0,148.0,20,0.5,500
84,7,0.003682916983962059,19.0,169.0,20,0.5,500
85,8,0.003900791984051466,19.0,190.0,20,0.5,500
86,9,0.004117792006582022,19.0,211.0,20,0.5,500
87,10,0.004348875023424625,19.0,232.0,20,0.5,500
88,0,0.00018629198893904686,13.0,20.0,20,0.75,500
89,1,0.002343208994716406,14.0,42.0,20,0.75,500
90,2,0.0025731250643730164,16.0,64.0,20,0.75,500
91,3,0.0027912496589124203,18.0,86.0,20,0.75,500
92,4,0.003016625065356493,18.0,107.0,20,0.75,500
93,5,0.003234749659895897,18.0,128.0,20,0.75,500
94,6,0.003454874735325575,18.0,149.0,20,0.75,500
95,7,0.003682916983962059,19.0,171.0,20,0.75,500
96,8,0.003900791984051466,19.0,192.0,20,0.75,500
97,9,0.004117792006582022,19.0,213.0,20,0.75,500
98,10,0.004348875023424625,19.0,234.0,20,0.75,500
99,0,0.00018629198893904686,13.0,20.0,20,1.0,500
100,1,0.002343208994716406,14.0,42.0,20,1.0,500
101,2,0.0025731250643730164,14.0,63.0,20,1.0,500
102,3,0.0027912496589124203,14.0,84.0,20,1.0,500
103,4,0.003016625065356493,14.0,105.0,20,1.0,500
104,5,0.003234749659895897,15.0,127.0,20,1.0,500
105,6,0.003454874735325575,16.0,149.0,20,1.0,500
106,7,0.003682916983962059,17.0,171.0,20,1.0,500
107,8,0.003900791984051466,17.0,192.0,20,1.0,500
108,9,0.004117792006582022,18.0,214.0,20,1.0,500
109,10,0.004348875023424625,19.0,236.0,20,1.0,500
110,0,0.00018629198893904686,13.0,50.0,50,0.1,500
111,1,0.002343208994716406,16.0,102.0,50,0.1,500
112,2,0.0025731250643730164,16.0,153.0,50,0.1,500
113,3,0.0027912496589124203,16.0,204.0,50,0.1,500
114,4,0.003016625065356493,16.0,255.0,50,0.1,500
115,5,0.003234749659895897,16.0,306.0,50,0.1,500
116,6,0.003454874735325575,17.0,358.0,50,0.1,500
117,7,0.003682916983962059,18.0,410.0,50,0.1,500
118,8,0.003900791984051466,18.0,461.0,50,0.1,500
119,9,0.004117792006582022,18.0,512.0,50,0.1,500
120,10,0.004348875023424625,19.0,564.0,50,0.1,500
121,0,0.00018629198893904686,13.0,50.0,50,0.2,500
122,1,0.002343208994716406,14.0,102.0,50,0.2,500
123,2,0.0025731250643730164,14.0,153.0,50,0.2,500
124,3,0.0027912496589124203,16.0,205.0,50,0.2,500
125,4,0.003016625065356493,17.0,257.0,50,0.2,500
126,5,0.003234749659895897,18.0,309.0,50,0.2,500
127,6,0.003454874735325575,18.0,360.0,50,0.2,500
128,7,0.003682916983962059,19.0,412.0,50,0.2,500
129,8,0.003900791984051466,19.0,463.0,50,0.2,500
130,9,0.004117792006582022,19.0,514.0,50,0.2,500
131,10,0.004348875023424625,19.0,565.0,50,0.2,500
132,0,0.00018629198893904686,13.0,50.0,50,0.5,500
133,1,0.002343208994716406,15.0,102.0,50,0.5,500
134,2,0.0025731250643730164,15.0,153.0,50,0.5,500
135,3,0.0027912496589124203,16.0,205.0,50,0.5,500
136,4,0.003016625065356493,16.0,256.0,50,0.5,500
137,5,0.003234749659895897,16.0,307.0,50,0.5,500
138,6,0.003454874735325575,18.0,359.0,50,0.5,500
139,7,0.003682916983962059,18.0,410.0,50,0.5,500
140,8,0.003900791984051466,19.0,462.0,50,0.5,500
141,9,0.004117792006582022,19.0,513.0,50,0.5,500
142,10,0.004348875023424625,19.0,564.0,50,0.5,500
143,0,0.00018629198893904686,13.0,50.0,50,0.75,500
144,1,0.002343208994716406,16.0,102.0,50,0.75,500
145,2,0.0025731250643730164,17.0,154.0,50,0.75,500
146,3,0.0027912496589124203,17.0,205.0,50,0.75,500
147,4,0.003016625065356493,17.0,256.0,50,0.75,500
148,5,0.003234749659895897,18.0,308.0,50,0.75,500
149,6,0.003454874735325575,19.0,360.0,50,0.75,500
150,7,0.003682916983962059,19.0,411.0,50,0.75,500
151,8,0.003900791984051466,19.0,462.0,50,0.75,500
152,9,0.004117792006582022,19.0,513.0,50,0.75,500
153,10,0.004348875023424625,20.0,565.0,50,0.75,500
154,0,0.00018629198893904686,13.0,50.0,50,1.0,500
155,1,0.002343208994716406,16.0,102.0,50,1.0,500
156,2,0.0025731250643730164,17.0,154.0,50,1.0,500
157,3,0.0027912496589124203,17.0,205.0,50,1.0,500
158,4,0.003016625065356493,17.0,256.0,50,1.0,500
159,5,0.003234749659895897,17.0,307.0,50,1.0,500
160,6,0.003454874735325575,17.0,358.0,50,1.0,500
161,7,0.003682916983962059,19.0,410.0,50,1.0,500
162,8,0.003900791984051466,19.0,461.0,50,1.0,500
163,9,0.004117792006582022,20.0,513.0,50,1.0,500
164,10,0.004348875023424625,20.0,564.0,50,1.0,500
165,0,0.00018629198893904686,13.0,100.0,100,0.1,500
166,1,0.002343208994716406,15.0,202.0,100,0.1,500
167,2,0.0025731250643730164,16.0,304.0,100,0.1,500
168,3,0.0027912496589124203,18.0,406.0,100,0.1,500
169,4,0.003016625065356493,18.0,507.0,100,0.1,500
170,5,0.003234749659895897,18.0,608.0,100,0.1,500
171,6,0.003454874735325575,19.0,710.0,100,0.1,500
172,7,0.003682916983962059,19.0,811.0,100,0.1,500
173,8,0.003900791984051466,19.0,912.0,100,0.1,500
174,9,0.004117792006582022,20.0,1014.0,100,0.1,500
175,10,0.004348875023424625,20.0,1115.0,100,0.1,500
176,0,0.00018629198893904686,13.0,100.0,100,0.2,500
177,1,0.002343208994716406,15.0,202.0,100,0.2,500
178,2,0.0025731250643730164,16.0,304.0,100,0.2,500
179,3,0.0027912496589124203,16.0,405.0,100,0.2,500
180,4,0.003016625065356493,17.0,507.0,100,0.2,500
181,5,0.003234749659895897,18.0,609.0,100,0.2,500
182,6,0.003454874735325575,19.0,711.0,100,0.2,500
183,7,0.003682916983962059,19.0,812.0,100,0.2,500
184,8,0.003900791984051466,19.0,913.0,100,0.2,500
185,9,0.004117792006582022,19.0,1014.0,100,0.2,500
186,10,0.004348875023424625,20.0,1116.0,100,0.2,500
187,0,0.00018629198893904686,13.0,100.0,100,0.5,500
188,1,0.002343208994716406,16.0,202.0,100,0.5,500
189,2,0.0025731250643730164,16.0,303.0,100,0.5,500
190,3,0.0027912496589124203,16.0,404.0,100,0.5,500
191,4,0.003016625065356493,17.0,506.0,100,0.5,500
192,5,0.003234749659895897,17.0,607.0,100,0.5,500
193,6,0.003454874735325575,19.0,709.0,100,0.5,500
194,7,0.003682916983962059,19.0,810.0,100,0.5,500
195,8,0.003900791984051466,19.0,911.0,100,0.5,500
196,9,0.004117792006582022,20.0,1013.0,100,0.5,500
197,10,0.004348875023424625,20.0,1114.0,100,0.5,500
198,0,0.00018629198893904686,13.0,100.0,100,0.75,500
199,1,0.002343208994716406,16.0,202.0,100,0.75,500
200,2,0.0025731250643730164,17.0,304.0,100,0.75,500
201,3,0.0027912496589124203,17.0,405.0,100,0.75,500
202,4,0.003016625065356493,18.0,507.0,100,0.75,500
203,5,0.003234749659895897,18.0,608.0,100,0.75,500
204,6,0.003454874735325575,18.0,709.0,100,0.75,500
205,7,0.003682916983962059,19.0,811.0,100,0.75,500
206,8,0.003900791984051466,19.0,912.0,100,0.75,500
207,9,0.004117792006582022,19.0,1013.0,100,0.75,500
208,10,0.004348875023424625,20.0,1115.0,100,0.75,500
209,0,0.00018629198893904686,13.0,100.0,100,1.0,500
210,1,0.002343208994716406,16.0,202.0,100,1.0,500
211,2,0.0025731250643730164,16.0,303.0,100,1.0,500
212,3,0.0027912496589124203,17.0,405.0,100,1.0,500
213,4,0.003016625065356493,18.0,507.0,100,1.0,500
214,5,0.003234749659895897,18.0,608.0,100,1.0,500
215,6,0.003454874735325575,19.0,710.0,100,1.0,500
216,7,0.003682916983962059,19.0,811.0,100,1.0,500
217,8,0.003900791984051466,19.0,912.0,100,1.0,500
218,9,0.004117792006582022,20.0,1014.0,100,1.0,500
219,10,0.004348875023424625,20.0,1115.0,100,1.0,500
220,0,0.00018629198893904686,13.0,150.0,150,0.1,500
221,1,0.002343208994716406,15.0,302.0,150,0.1,500
222,2,0.0025731250643730164,16.0,454.0,150,0.1,500
223,3,0.0027912496589124203,17.0,606.0,150,0.1,500
224,4,0.003016625065356493,18.0,758.0,150,0.1,500
225,5,0.003234749659895897,18.0,909.0,150,0.1,500
226,6,0.003454874735325575,19.0,1061.0,150,0.1,500
227,7,0.003682916983962059,20.0,1213.0,150,0.1,500
228,8,0.003900791984051466,20.0,1364.0,150,0.1,500
229,9,0.004117792006582022,20.0,1515.0,150,0.1,500
230,10,0.004348875023424625,20.0,1666.0,150,0.1,500
231,0,0.00018629198893904686,13.0,150.0,150,0.2,500
232,1,0.002343208994716406,16.0,302.0,150,0.2,500
233,2,0.0025731250643730164,16.0,453.0,150,0.2,500
234,3,0.0027912496589124203,16.0,604.0,150,0.2,500
235,4,0.003016625065356493,16.0,755.0,150,0.2,500
236,5,0.003234749659895897,18.0,907.0,150,0.2,500
237,6,0.003454874735325575,19.0,1059.0,150,0.2,500
238,7,0.003682916983962059,19.0,1210.0,150,0.2,500
239,8,0.003900791984051466,19.0,1361.0,150,0.2,500
240,9,0.004117792006582022,20.0,1513.0,150,0.2,500
241,10,0.004348875023424625,20.0,1664.0,150,0.2,500
242,0,0.00018629198893904686,13.0,150.0,150,0.5,500
243,1,0.002343208994716406,17.0,302.0,150,0.5,500
244,2,0.0025731250643730164,18.0,454.0,150,0.5,500
245,3,0.0027912496589124203,18.0,605.0,150,0.5,500
246,4,0.003016625065356493,18.0,756.0,150,0.5,500
247,5,0.003234749659895897,20.0,908.0,150,0.5,500
248,6,0.003454874735325575,20.0,1059.0,150,0.5,500
249,7,0.003682916983962059,20.0,1210.0,150,0.5,500
250,8,0.003900791984051466,20.0,1361.0,150,0.5,500
251,9,0.004117792006582022,20.0,1512.0,150,0.5,500
252,10,0.004348875023424625,20.0,1663.0,150,0.5,500
253,0,0.00018629198893904686,13.0,150.0,150,0.75,500
254,1,0.002343208994716406,16.0,302.0,150,0.75,500
255,2,0.0025731250643730164,16.0,453.0,150,0.75,500
256,3,0.0027912496589124203,17.0,605.0,150,0.75,500
257,4,0.003016625065356493,18.0,757.0,150,0.75,500
258,5,0.003234749659895897,18.0,908.0,150,0.75,500
259,6,0.003454874735325575,19.0,1060.0,150,0.75,500
260,7,0.003682916983962059,19.0,1211.0,150,0.75,500
261,8,0.003900791984051466,20.0,1363.0,150,0.75,500
262,9,0.004117792006582022,20.0,1514.0,150,0.75,500
263,10,0.004348875023424625,20.0,1665.0,150,0.75,500
264,0,0.00018629198893904686,13.0,150.0,150,1.0,500
265,1,0.002343208994716406,16.0,302.0,150,1.0,500
266,2,0.0025731250643730164,16.0,453.0,150,1.0,500
267,3,0.0027912496589124203,17.0,605.0,150,1.0,500
268,4,0.003016625065356493,18.0,757.0,150,1.0,500
269,5,0.003234749659895897,19.0,909.0,150,1.0,500
270,6,0.003454874735325575,19.0,1060.0,150,1.0,500
271,7,0.003682916983962059,20.0,1212.0,150,1.0,500
272,8,0.003900791984051466,20.0,1363.0,150,1.0,500
273,9,0.004117792006582022,20.0,1514.0,150,1.0,500
274,10,0.004348875023424625,20.0,1665.0,150,1.0,500
275,0,0.00018629198893904686,13.0,200.0,200,0.1,500
276,1,0.002343208994716406,16.0,402.0,200,0.1,500
277,2,0.0025731250643730164,16.0,603.0,200,0.1,500
278,3,0.0027912496589124203,17.0,805.0,200,0.1,500
279,4,0.003016625065356493,17.0,1006.0,200,0.1,500
280,5,0.003234749659895897,18.0,1208.0,200,0.1,500
281,6,0.003454874735325575,19.0,1410.0,200,0.1,500
282,7,0.003682916983962059,19.0,1611.0,200,0.1,500
283,8,0.003900791984051466,20.0,1813.0,200,0.1,500
284,9,0.004117792006582022,20.0,2014.0,200,0.1,500
285,10,0.004348875023424625,20.0,2215.0,200,0.1,500
286,0,0.00018629198893904686,13.0,200.0,200,0.2,500
287,1,0.002343208994716406,16.0,402.0,200,0.2,500
288,2,0.0025731250643730164,18.0,604.0,200,0.2,500
289,3,0.0027912496589124203,18.0,805.0,200,0.2,500
290,4,0.003016625065356493,19.0,1007.0,200,0.2,500
291,5,0.003234749659895897,19.0,1208.0,200,0.2,500
292,6,0.003454874735325575,19.0,1409.0,200,0.2,500
293,7,0.003682916983962059,20.0,1611.0,200,0.2,500
294,8,0.003900791984051466,20.0,1812.0,200,0.2,500
295,9,0.004117792006582022,20.0,2013.0,200,0.2,500
296,10,0.004348875023424625,20.0,2214.0,200,0.2,500
297,0,0.00018629198893904686,13.0,200.0,200,0.5,500
298,1,0.002343208994716406,17.0,402.0,200,0.5,500
299,2,0.0025731250643730164,17.0,603.0,200,0.5,500
300,3,0.0027912496589124203,17.0,804.0,200,0.5,500
301,4,0.003016625065356493,17.0,1005.0,200,0.5,500
302,5,0.003234749659895897,18.0,1207.0,200,0.5,500
303,6,0.003454874735325575,18.0,1408.0,200,0.5,500
304,7,0.003682916983962059,19.0,1610.0,200,0.5,500
305,8,0.003900791984051466,19.0,1811.0,200,0.5,500
306,9,0.004117792006582022,20.0,2013.0,200,0.5,500
307,10,0.004348875023424625,20.0,2214.0,200,0.5,500
308,0,0.00018629198893904686,13.0,200.0,200,0.75,500
309,1,0.002343208994716406,16.0,402.0,200,0.75,500
310,2,0.0025731250643730164,18.0,604.0,200,0.75,500
311,3,0.0027912496589124203,18.0,805.0,200,0.75,500
312,4,0.003016625065356493,18.0,1006.0,200,0.75,500
313,5,0.003234749659895897,19.0,1208.0,200,0.75,500
314,6,0.003454874735325575,19.0,1409.0,200,0.75,500
315,7,0.003682916983962059,19.0,1610.0,200,0.75,500
316,8,0.003900791984051466,20.0,1812.0,200,0.75,500
317,9,0.004117792006582022,20.0,2013.0,200,0.75,500
318,10,0.004348875023424625,20.0,2214.0,200,0.75,500
319,0,0.00018629198893904686,13.0,200.0,200,1.0,500
320,1,0.002343208994716406,16.0,402.0,200,1.0,500
321,2,0.0025731250643730164,16.0,603.0,200,1.0,500
322,3,0.0027912496589124203,18.0,805.0,200,1.0,500
323,4,0.003016625065356493,18.0,1006.0,200,1.0,500
324,5,0.003234749659895897,19.0,1208.0,200,1.0,500
325,6,0.003454874735325575,20.0,1410.0,200,1.0,500
326,7,0.003682916983962059,20.0,1611.0,200,1.0,500
327,8,0.003900791984051466,20.0,1812.0,200,1.0,500
328,9,0.004117792006582022,20.0,2013.0,200,1.0,500
329,10,0.004348875023424625,20.0,2214.0,200,1.0,500
330,0,0.00018629198893904686,13.0,250.0,250,0.1,500
331,1,0.002343208994716406,15.0,502.0,250,0.1,500
332,2,0.0025731250643730164,16.0,754.0,250,0.1,500
333,3,0.0027912496589124203,17.0,1006.0,250,0.1,500
334,4,0.003016625065356493,17.0,1257.0,250,0.1,500
335,5,0.003234749659895897,18.0,1509.0,250,0.1,500
336,6,0.003454874735325575,18.0,1760.0,250,0.1,500
337,7,0.003682916983962059,19.0,2012.0,250,0.1,500
338,8,0.003900791984051466,19.0,2263.0,250,0.1,500
339,9,0.004117792006582022,20.0,2515.0,250,0.1,500
340,10,0.004348875023424625,20.0,2766.0,250,0.1,500
341,0,0.00018629198893904686,13.0,250.0,250,0.2,500
342,1,0.002343208994716406,15.0,502.0,250,0.2,500
343,2,0.0025731250643730164,17.0,754.0,250,0.2,500
344,3,0.0027912496589124203,17.0,1005.0,250,0.2,500
345,4,0.003016625065356493,17.0,1256.0,250,0.2,500
346,5,0.003234749659895897,18.0,1508.0,250,0.2,500
347,6,0.003454874735325575,19.0,1760.0,250,0.2,500
348,7,0.003682916983962059,19.0,2011.0,250,0.2,500
349,8,0.003900791984051466,20.0,2263.0,250,0.2,500
350,9,0.004117792006582022,20.0,2514.0,250,0.2,500
351,10,0.004348875023424625,20.0,2765.0,250,0.2,500
352,0,0.00018629198893904686,13.0,250.0,250,0.5,500
353,1,0.002343208994716406,15.0,502.0,250,0.5,500
354,2,0.0025731250643730164,16.0,754.0,250,0.5,500
355,3,0.0027912496589124203,18.0,1006.0,250,0.5,500
356,4,0.003016625065356493,18.0,1257.0,250,0.5,500
357,5,0.003234749659895897,19.0,1509.0,250,0.5,500
358,6,0.003454874735325575,19.0,1760.0,250,0.5,500
359,7,0.003682916983962059,19.0,2011.0,250,0.5,500
360,8,0.003900791984051466,20.0,2263.0,250,0.5,500
361,9,0.004117792006582022,20.0,2514.0,250,0.5,500
362,10,0.004348875023424625,20.0,2765.0,250,0.5,500
363,0,0.00018629198893904686,13.0,250.0,250,0.75,500
364,1,0.002343208994716406,15.0,502.0,250,0.75,500
365,2,0.0025731250643730164,15.0,753.0,250,0.75,500
366,3,0.0027912496589124203,16.0,1005.0,250,0.75,500
367,4,0.003016625065356493,18.0,1257.0,250,0.75,500
368,5,0.003234749659895897,18.0,1508.0,250,0.75,500
369,6,0.003454874735325575,18.0,1759.0,250,0.75,500
370,7,0.003682916983962059,20.0,2011.0,250,0.75,500
371,8,0.003900791984051466,20.0,2262.0,250,0.75,500
372,9,0.004117792006582022,20.0,2513.0,250,0.75,500
373,10,0.004348875023424625,20.0,2764.0,250,0.75,500
374,0,0.00018629198893904686,13.0,250.0,250,1.0,500
375,1,0.002343208994716406,16.0,502.0,250,1.0,500
376,2,0.0025731250643730164,16.0,753.0,250,1.0,500
377,3,0.0027912496589124203,17.0,1005.0,250,1.0,500
378,4,0.003016625065356493,19.0,1257.0,250,1.0,500
379,5,0.003234749659895897,19.0,1508.0,250,1.0,500
380,6,0.003454874735325575,19.0,1759.0,250,1.0,500
381,7,0.003682916983962059,20.0,2011.0,250,1.0,500
382,8,0.003900791984051466,20.0,2262.0,250,1.0,500
383,9,0.004117792006582022,20.0,2513.0,250,1.0,500
384,10,0.004348875023424625,20.0,2764.0,250,1.0,500
385,0,0.00018629198893904686,13.0,500.0,500,0.1,500
386,1,0.002343208994716406,16.0,1002.0,500,0.1,500
387,2,0.0025731250643730164,17.0,1504.0,500,0.1,500
388,3,0.0027912496589124203,17.0,2005.0,500,0.1,500
389,4,0.003016625065356493,19.0,2507.0,500,0.1,500
390,5,0.003234749659895897,20.0,3009.0,500,0.1,500
391,6,0.003454874735325575,20.0,3510.0,500,0.1,500
392,7,0.003682916983962059,20.0,4011.0,500,0.1,500
393,8,0.003900791984051466,20.0,4512.0,500,0.1,500
394,9,0.004117792006582022,20.0,5013.0,500,0.1,500
395,10,0.004348875023424625,20.0,5514.0,500,0.1,500
396,0,0.00018629198893904686,13.0,500.0,500,0.2,500
397,1,0.002343208994716406,16.0,1002.0,500,0.2,500
398,2,0.0025731250643730164,18.0,1504.0,500,0.2,500
399,3,0.0027912496589124203,18.0,2005.0,500,0.2,500
400,4,0.003016625065356493,18.0,2506.0,500,0.2,500
401,5,0.003234749659895897,19.0,3008.0,500,0.2,500
402,6,0.003454874735325575,19.0,3509.0,500,0.2,500
403,7,0.003682916983962059,19.0,4010.0,500,0.2,500
404,8,0.003900791984051466,20.0,4512.0,500,0.2,500
405,9,0.004117792006582022,20.0,5013.0,500,0.2,500
406,10,0.004348875023424625,20.0,5514.0,500,0.2,500
407,0,0.00018629198893904686,13.0,500.0,500,0.5,500
408,1,0.002343208994716406,17.0,1002.0,500,0.5,500
409,2,0.0025731250643730164,17.0,1503.0,500,0.5,500
410,3,0.0027912496589124203,17.0,2004.0,500,0.5,500
411,4,0.003016625065356493,18.0,2506.0,500,0.5,500
412,5,0.003234749659895897,19.0,3008.0,500,0.5,500
413,6,0.003454874735325575,19.0,3509.0,500,0.5,500
414,7,0.003682916983962059,20.0,4011.0,500,0.5,500
415,8,0.003900791984051466,20.0,4512.0,500,0.5,500
416,9,0.004117792006582022,20.0,5013.0,500,0.5,500
417,10,0.004348875023424625,20.0,5514.0,500,0.5,500
418,0,0.00018629198893904686,13.0,500.0,500,0.75,500
419,1,0.002343208994716406,18.0,1002.0,500,0.75,500
420,2,0.0025731250643730164,18.0,1503.0,500,0.75,500
421,3,0.0027912496589124203,18.0,2004.0,500,0.75,500
422,4,0.003016625065356493,18.0,2505.0,500,0.75,500
423,5,0.003234749659895897,19.0,3007.0,500,0.75,500
424,6,0.003454874735325575,19.0,3508.0,500,0.75,500
425,7,0.003682916983962059,20.0,4010.0,500,0.75,500
426,8,0.003900791984051466,20.0,4511.0,500,0.75,500
427,9,0.004117792006582022,20.0,5012.0,500,0.75,500
428,10,0.004348875023424625,20.0,5513.0,500,0.75,500
429,0,0.00018629198893904686,13.0,500.0,500,1.0,500
430,1,0.002343208994716406,16.0,1002.0,500,1.0,500
431,2,0.0025731250643730164,17.0,1504.0,500,1.0,500
432,3,0.0027912496589124203,17.0,2005.0,500,1.0,500
433,4,0.003016625065356493,19.0,2507.0,500,1.0,500
434,5,0.003234749659895897,19.0,3008.0,500,1.0,500
435,6,0.003454874735325575,19.0,3509.0,500,1.0,500
436,7,0.003682916983962059,20.0,4011.0,500,1.0,500
437,8,0.003900791984051466,20.0,4512.0,500,1.0,500
438,9,0.004117792006582022,20.0,5013.0,500,1.0,500
439,10,0.004348875023424625,20.0,5514.0,500,1.0,500
