,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
59,10,20.0,2214,0.05545779084786773,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",200,1.0,500
60,0,13.0,250,0.002074791118502617,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",250,0.1,500
61,10,20.0,2766,0.06205675005912781,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",250,0.1,500
62,0,13.0,250,0.0020604999735951424,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",250,0.2,500
63,10,20.0,2765,0.06386691611260176,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",250,0.2,500
64,0,13.0,250,0.002028124872595072,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",250,0.5,500
65,10,20.0,2765,0.06515258271247149,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",250,0.5,500
66,0,13.0,250,0.0020745000801980495,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",250,0.75,500
67,10,20.0,2764,0.06767541589215398,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",250,0.75,500
68,0,13.0,250,0.002107917331159115,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",250,1.0,500
69,10,20.0,2764,0.07016387488692999,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",250,1.0,500
70,0,13.0,500,0.004040000028908253,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",500,0.1,500
71,10,20.0,5514,0.13293962506577373,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",500,0.1,500
72,0,13.0,500,0.004177333787083626,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",500,0.2,500
73,10,20.0,5514,0.13298816699534655,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",500,0.2,500
74,0,13.0,500,0.003963041119277477,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",500,0.5,500
75,10,20.0,5514,0.1344161662273109,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",500,0.5,500
76,0,13.0,500,0.004008584190160036,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",500,0.75,500
77,10,20.0,5513,0.28791475016623735,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",500,0.75,500
78,0,13.0,500,0.004055915866047144,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",500,1.0,500
79,10,20.0,5514,0.14512474974617362,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",500,1.0,500
