,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
59,59,0.015898291021585464,17.0,661.0,10,0.1,600
60,60,0.016139666084200144,17.0,672.0,10,0.1,600
61,61,0.016389666125178337,17.0,683.0,10,0.1,600
62,62,0.016624166164547205,17.0,694.0,10,0.1,600
63,63,0.016860625240951777,17.0,705.0,10,0.1,600
64,64,0.01709554111585021,17.0,716.0,10,0.1,600
65,65,0.017331833019852638,17.0,727.0,10,0.1,600
66,66,0.0175671661272645,17.0,738.0,10,0.1,600
67,67,0.0178014999255538,17.0,749.0,10,0.1,600
68,68,0.01803208328783512,17.0,760.0,10,0.1,600
69,69,0.018266540952026844,17.0,771.0,10,0.1,600
70,70,0.018497291021049023,17.0,782.0,10,0.1,600
71,71,0.018730875104665756,17.0,793.0,10,0.1,600
72,72,0.018960915971547365,17.0,804.0,10,0.1,600
73,73,0.019200791139155626,17.0,815.0,10,0.1,600
74,74,0.019433625042438507,17.0,826.0,10,0.1,600
75,75,0.01966666616499424,17.0,837.0,10,0.1,600
76,76,0.019902666099369526,17.0,848.0,10,0.1,600
77,77,0.02013575006276369,17.0,859.0,10,0.1,600
78,78,0.020382165908813477,17.0,870.0,10,0.1,600
79,79,0.02062225015833974,17.0,881.0,10,0.1,600
80,80,0.020859249867498875,17.0,892.0,10,0.1,600
81,81,0.02109062485396862,17.0,903.0,10,0.1,600
82,82,0.021323165856301785,17.0,914.0,10,0.1,600
83,83,0.021555291023105383,17.0,925.0,10,0.1,600
84,84,0.021791708189994097,17.0,936.0,10,0.1,600
85,85,0.022034541238099337,17.0,947.0,10,0.1,600
86,86,0.022271249908953905,17.0,958.0,10,0.1,600
87,87,0.022522833198308945,17.0,969.0,10,0.1,600
88,88,0.022760707885026932,17.0,980.0,10,0.1,600
89,89,0.022997249849140644,17.0,991.0,10,0.1,600
90,90,0.023237207904458046,17.0,1002.0,10,0.1,600
91,91,0.023472208064049482,17.0,1013.0,10,0.1,600
92,92,0.02370541589334607,17.0,1024.0,10,0.1,600
93,93,0.023943624924868345,17.0,1035.0,10,0.1,600
94,94,0.02439841628074646,17.0,1046.0,10,0.1,600
95,95,0.02467200020328164,18.0,1058.0,10,0.1,600
96,96,0.024915665853768587,18.0,1069.0,10,0.1,600
97,97,0.025155541021376848,18.0,1080.0,10,0.1,600
98,98,0.025394875090569258,18.0,1091.0,10,0.1,600
99,99,0.025634291116148233,18.0,1102.0,10,0.1,600
100,100,0.025875875260680914,18.0,1113.0,10,0.1,600
101,0,0.0001754160039126873,14.0,10.0,10,0.2,600
102,1,0.002200082875788212,16.0,22.0,10,0.2,600
103,2,0.0024366662837564945,16.0,33.0,10,0.2,600
104,3,0.002669957932084799,16.0,44.0,10,0.2,600
105,4,0.0029086251743137836,16.0,55.0,10,0.2,600
106,5,0.0031422078609466553,16.0,66.0,10,0.2,600
107,6,0.003374291118234396,16.0,77.0,10,0.2,600
108,7,0.0036011249758303165,16.0,88.0,10,0.2,600
109,8,0.003823332954198122,16.0,99.0,10,0.2,600
110,9,0.004050208255648613,16.0,110.0,10,0.2,600
111,10,0.004351875279098749,16.0,121.0,10,0.2,600
112,11,0.004606958013027906,16.0,132.0,10,0.2,600
113,12,0.004844291135668755,16.0,143.0,10,0.2,600
114,13,0.0051125832833349705,16.0,154.0,10,0.2,600
115,14,0.005343208089470863,16.0,165.0,10,0.2,600
116,15,0.005567540880292654,16.0,176.0,10,0.2,600
117,16,0.005792208015918732,16.0,187.0,10,0.2,600
118,17,0.006014375016093254,16.0,198.0,10,0.2,600
119,18,0.006237790919840336,16.0,209.0,10,0.2,600
120,19,0.006464666221290827,16.0,220.0,10,0.2,600
121,20,0.006696540862321854,16.0,231.0,10,0.2,600
122,21,0.0069198329001665115,16.0,242.0,10,0.2,600
123,22,0.007143041118979454,16.0,253.0,10,0.2,600
124,23,0.0073700412176549435,16.0,264.0,10,0.2,600
125,24,0.007597708143293858,16.0,275.0,10,0.2,600
126,25,0.007821499835699797,16.0,286.0,10,0.2,600
127,26,0.008046000264585018,16.0,297.0,10,0.2,600
128,27,0.008270374964922667,16.0,308.0,10,0.2,600
129,28,0.008498957846313715,16.0,319.0,10,0.2,600
130,29,0.008722790982574224,16.0,330.0,10,0.2,600
131,30,0.008947290945798159,16.0,341.0,10,0.2,600
132,31,0.009175249841064215,16.0,352.0,10,0.2,600
133,32,0.009403541218489408,16.0,363.0,10,0.2,600
134,33,0.009629250038415194,16.0,374.0,10,0.2,600
135,34,0.009858165867626667,16.0,385.0,10,0.2,600
136,35,0.010088125243782997,16.0,396.0,10,0.2,600
137,36,0.010316625237464905,17.0,408.0,10,0.2,600
138,37,0.010543708223849535,17.0,419.0,10,0.2,600
139,38,0.010770916007459164,17.0,430.0,10,0.2,600
140,39,0.010995958000421524,17.0,441.0,10,0.2,600
141,40,0.011236375197768211,17.0,452.0,10,0.2,600
142,41,0.01146595785394311,17.0,463.0,10,0.2,600
143,42,0.011693625245243311,17.0,474.0,10,0.2,600
144,43,0.011919666081666946,17.0,485.0,10,0.2,600
145,44,0.01215608324855566,17.0,496.0,10,0.2,600
146,45,0.012390249874442816,17.0,507.0,10,0.2,600
147,46,0.012619083281606436,17.0,518.0,10,0.2,600
148,47,0.012849875260144472,17.0,529.0,10,0.2,600
149,48,0.013092166278511286,17.0,540.0,10,0.2,600
150,49,0.013329333160072565,17.0,551.0,10,0.2,600
151,50,0.01356162503361702,17.0,562.0,10,0.2,600
152,51,0.013790000230073929,17.0,573.0,10,0.2,600
153,52,0.01422604126855731,17.0,584.0,10,0.2,600
154,53,0.014485333114862442,17.0,595.0,10,0.2,600
155,54,0.014722874853760004,17.0,606.0,10,0.2,600
156,55,0.014963124878704548,17.0,617.0,10,0.2,600
157,56,0.015196790918707848,17.0,628.0,10,0.2,600
158,57,0.015431541018188,17.0,639.0,10,0.2,600
159,58,0.015664000064134598,17.0,650.0,10,0.2,600
160,59,0.015898291021585464,17.0,661.0,10,0.2,600
161,60,0.016139666084200144,17.0,672.0,10,0.2,600
162,61,0.016389666125178337,17.0,683.0,10,0.2,600
163,62,0.016624166164547205,17.0,694.0,10,0.2,600
164,63,0.016860625240951777,17.0,705.0,10,0.2,600
165,64,0.01709554111585021,17.0,716.0,10,0.2,600
166,65,0.017331833019852638,17.0,727.0,10,0.2,600
167,66,0.0175671661272645,17.0,738.0,10,0.2,600
168,67,0.0178014999255538,17.0,749.0,10,0.2,600
169,68,0.01803208328783512,17.0,760.0,10,0.2,600
170,69,0.018266540952026844,17.0,771.0,10,0.2,600
171,70,0.018497291021049023,17.0,782.0,10,0.2,600
172,71,0.018730875104665756,17.0,793.0,10,0.2,600
173,72,0.018960915971547365,17.0,804.0,10,0.2,600
174,73,0.019200791139155626,17.0,815.0,10,0.2,600
175,74,0.019433625042438507,17.0,826.0,10,0.2,600
176,75,0.01966666616499424,17.0,837.0,10,0.2,600
177,76,0.019902666099369526,17.0,848.0,10,0.2,600
178,77,0.02013575006276369,17.0,859.0,10,0.2,600
179,78,0.020382165908813477,17.0,870.0,10,0.2,600
180,79,0.02062225015833974,17.0,881.0,10,0.2,600
181,80,0.020859249867498875,17.0,892.0,10,0.2,600
182,81,0.02109062485396862,17.0,903.0,10,0.2,600
183,82,0.021323165856301785,17.0,914.0,10,0.2,600
184,83,0.021555291023105383,17.0,925.0,10,0.2,600
185,84,0.021791708189994097,17.0,936.0,10,0.2,600
186,85,0.022034541238099337,17.0,947.0,10,0.2,600
187,86,0.022271249908953905,17.0,958.0,10,0.2,600
188,87,0.022522833198308945,17.0,969.0,10,0.2,600
189,88,0.022760707885026932,17.0,980.0,10,0.2,600
190,89,0.022997249849140644,17.0,991.0,10,0.2,600
191,90,0.023237207904458046,17.0,1002.0,10,0.2,600
192,91,0.023472208064049482,17.0,1013.0,10,0.2,600
193,92,0.02370541589334607,17.0,1024.0,10,0.2,600
194,93,0.023943624924868345,17.0,1035.0,10,0.2,600
195,94,0.02439841628074646,17.0,1046.0,10,0.2,600
196,95,0.02467200020328164,17.0,1057.0,10,0.2,600
197,96,0.024915665853768587,17.0,1068.0,10,0.2,600
198,97,0.025155541021376848,17.0,1079.0,10,0.2,600
199,98,0.025394875090569258,17.0,1090.0,10,0.2,600
200,99,0.025634291116148233,17.0,1101.0,10,0.2,600
201,100,0.025875875260680914,17.0,1112.0,10,0.2,600
202,0,0.0001754160039126873,14.0,10.0,10,0.5,600
203,1,0.002200082875788212,16.0,22.0,10,0.5,600
204,2,0.0024366662837564945,16.0,33.0,10,0.5,600
205,3,0.002669957932084799,16.0,44.0,10,0.5,600
206,4,0.0029086251743137836,16.0,55.0,10,0.5,600
207,5,0.0031422078609466553,16.0,66.0,10,0.5,600
208,6,0.003374291118234396,16.0,77.0,10,0.5,600
209,7,0.0036011249758303165,16.0,88.0,10,0.5,600
210,8,0.003823332954198122,17.0,100.0,10,0.5,600
211,9,0.004050208255648613,17.0,111.0,10,0.5,600
212,10,0.004351875279098749,17.0,122.0,10,0.5,600
213,11,0.004606958013027906,18.0,134.0,10,0.5,600
214,12,0.004844291135668755,18.0,145.0,10,0.5,600
215,13,0.0051125832833349705,18.0,156.0,10,0.5,600
216,14,0.005343208089470863,18.0,167.0,10,0.5,600
217,15,0.005567540880292654,18.0,178.0,10,0.5,600
218,16,0.005792208015918732,18.0,189.0,10,0.5,600
219,17,0.006014375016093254,18.0,200.0,10,0.5,600
220,18,0.006237790919840336,18.0,211.0,10,0.5,600
221,19,0.006464666221290827,18.0,222.0,10,0.5,600
222,20,0.006696540862321854,18.0,233.0,10,0.5,600
223,21,0.0069198329001665115,18.0,244.0,10,0.5,600
224,22,0.007143041118979454,18.0,255.0,10,0.5,600
225,23,0.0073700412176549435,18.0,266.0,10,0.5,600
226,24,0.007597708143293858,18.0,277.0,10,0.5,600
227,25,0.007821499835699797,18.0,288.0,10,0.5,600
228,26,0.008046000264585018,18.0,299.0,10,0.5,600
229,27,0.008270374964922667,18.0,310.0,10,0.5,600
230,28,0.008498957846313715,18.0,321.0,10,0.5,600
231,29,0.008722790982574224,18.0,332.0,10,0.5,600
232,30,0.008947290945798159,18.0,343.0,10,0.5,600
233,31,0.009175249841064215,18.0,354.0,10,0.5,600
234,32,0.009403541218489408,18.0,365.0,10,0.5,600
235,33,0.009629250038415194,18.0,376.0,10,0.5,600
236,34,0.009858165867626667,18.0,387.0,10,0.5,600
237,35,0.010088125243782997,18.0,398.0,10,0.5,600
238,36,0.010316625237464905,18.0,409.0,10,0.5,600
239,37,0.010543708223849535,18.0,420.0,10,0.5,600
240,38,0.010770916007459164,18.0,431.0,10,0.5,600
241,39,0.010995958000421524,18.0,442.0,10,0.5,600
242,40,0.011236375197768211,18.0,453.0,10,0.5,600
243,41,0.01146595785394311,18.0,464.0,10,0.5,600
244,42,0.011693625245243311,18.0,475.0,10,0.5,600
245,43,0.011919666081666946,18.0,486.0,10,0.5,600
246,44,0.01215608324855566,18.0,497.0,10,0.5,600
247,45,0.012390249874442816,18.0,508.0,10,0.5,600
248,46,0.012619083281606436,18.0,519.0,10,0.5,600
249,47,0.012849875260144472,18.0,530.0,10,0.5,600
250,48,0.013092166278511286,18.0,541.0,10,0.5,600
251,49,0.013329333160072565,18.0,552.0,10,0.5,600
252,50,0.01356162503361702,18.0,563.0,10,0.5,600
253,51,0.013790000230073929,18.0,574.0,10,0.5,600
254,52,0.01422604126855731,18.0,585.0,10,0.5,600
255,53,0.014485333114862442,18.0,596.0,10,0.5,600
256,54,0.014722874853760004,18.0,607.0,10,0.5,600
257,55,0.014963124878704548,18.0,618.0,10,0.5,600
258,56,0.015196790918707848,18.0,629.0,10,0.5,600
259,57,0.015431541018188,18.0,640.0,10,0.5,600
260,58,0.015664000064134598,18.0,651.0,10,0.5,600
261,59,0.015898291021585464,18.0,662.0,10,0.5,600
262,60,0.016139666084200144,18.0,673.0,10,0.5,600
263,61,0.016389666125178337,18.0,684.0,10,0.5,600
264,62,0.016624166164547205,18.0,695.0,10,0.5,600
265,63,0.016860625240951777,18.0,706.0,10,0.5,600
266,64,0.01709554111585021,18.0,717.0,10,0.5,600
267,65,0.017331833019852638,18.0,728.0,10,0.5,600
268,66,0.0175671661272645,18.0,739.0,10,0.5,600
269,67,0.0178014999255538,18.0,750.0,10,0.5,600
270,68,0.01803208328783512,18.0,761.0,10,0.5,600
271,69,0.018266540952026844,18.0,772.0,10,0.5,600
272,70,0.018497291021049023,18.0,783.0,10,0.5,600
273,71,0.018730875104665756,18.0,794.0,10,0.5,600
274,72,0.018960915971547365,18.0,805.0,10,0.5,600
275,73,0.019200791139155626,18.0,816.0,10,0.5,600
276,74,0.019433625042438507,18.0,827.0,10,0.5,600
277,75,0.01966666616499424,18.0,838.0,10,0.5,600
278,76,0.019902666099369526,18.0,849.0,10,0.5,600
279,77,0.02013575006276369,18.0,860.0,10,0.5,600
280,78,0.020382165908813477,18.0,871.0,10,0.5,600
281,79,0.02062225015833974,18.0,882.0,10,0.5,600
282,80,0.020859249867498875,18.0,893.0,10,0.5,600
283,81,0.02109062485396862,18.0,904.0,10,0.5,600
284,82,0.021323165856301785,18.0,915.0,10,0.5,600
285,83,0.021555291023105383,18.0,926.0,10,0.5,600
286,84,0.021791708189994097,18.0,937.0,10,0.5,600
287,85,0.022034541238099337,18.0,948.0,10,0.5,600
288,86,0.022271249908953905,18.0,959.0,10,0.5,600
289,87,0.022522833198308945,18.0,970.0,10,0.5,600
290,88,0.022760707885026932,18.0,981.0,10,0.5,600
291,89,0.022997249849140644,18.0,992.0,10,0.5,600
292,90,0.023237207904458046,18.0,1003.0,10,0.5,600
293,91,0.023472208064049482,18.0,1014.0,10,0.5,600
294,92,0.02370541589334607,18.0,1025.0,10,0.5,600
295,93,0.023943624924868345,18.0,1036.0,10,0.5,600
296,94,0.02439841628074646,18.0,1047.0,10,0.5,600
297,95,0.02467200020328164,18.0,1058.0,10,0.5,600
298,96,0.024915665853768587,18.0,1069.0,10,0.5,600
299,97,0.025155541021376848,18.0,1080.0,10,0.5,600
300,98,0.025394875090569258,18.0,1091.0,10,0.5,600
301,99,0.025634291116148233,18.0,1102.0,10,0.5,600
302,100,0.025875875260680914,18.0,1113.0,10,0.5,600
303,0,0.0001754160039126873,14.0,10.0,10,0.75,600
304,1,0.002200082875788212,16.0,22.0,10,0.75,600
305,2,0.0024366662837564945,16.0,33.0,10,0.75,600
306,3,0.002669957932084799,16.0,44.0,10,0.75,600
307,4,0.0029086251743137836,16.0,55.0,10,0.75,600
308,5,0.0031422078609466553,16.0,66.0,10,0.75,600
309,6,0.003374291118234396,16.0,77.0,10,0.75,600
310,7,0.0036011249758303165,16.0,88.0,10,0.75,600
311,8,0.003823332954198122,16.0,99.0,10,0.75,600
312,9,0.004050208255648613,16.0,110.0,10,0.75,600
313,10,0.004351875279098749,16.0,121.0,10,0.75,600
314,11,0.004606958013027906,16.0,132.0,10,0.75,600
315,12,0.004844291135668755,16.0,143.0,10,0.75,600
316,13,0.0051125832833349705,16.0,154.0,10,0.75,600
317,14,0.005343208089470863,16.0,165.0,10,0.75,600
318,15,0.005567540880292654,16.0,176.0,10,0.75,600
319,16,0.005792208015918732,16.0,187.0,10,0.75,600
320,17,0.006014375016093254,16.0,198.0,10,0.75,600
321,18,0.006237790919840336,16.0,209.0,10,0.75,600
322,19,0.006464666221290827,16.0,220.0,10,0.75,600
323,20,0.006696540862321854,16.0,231.0,10,0.75,600
324,21,0.0069198329001665115,16.0,242.0,10,0.75,600
325,22,0.007143041118979454,16.0,253.0,10,0.75,600
326,23,0.0073700412176549435,16.0,264.0,10,0.75,600
327,24,0.007597708143293858,16.0,275.0,10,0.75,600
328,25,0.007821499835699797,16.0,286.0,10,0.75,600
329,26,0.008046000264585018,16.0,297.0,10,0.75,600
330,27,0.008270374964922667,16.0,308.0,10,0.75,600
331,28,0.008498957846313715,16.0,319.0,10,0.75,600
332,29,0.008722790982574224,16.0,330.0,10,0.75,600
333,30,0.008947290945798159,17.0,342.0,10,0.75,600
334,31,0.009175249841064215,17.0,353.0,10,0.75,600
335,32,0.009403541218489408,17.0,364.0,10,0.75,600
336,33,0.009629250038415194,17.0,375.0,10,0.75,600
337,34,0.009858165867626667,17.0,386.0,10,0.75,600
338,35,0.010088125243782997,17.0,397.0,10,0.75,600
339,36,0.010316625237464905,17.0,408.0,10,0.75,600
340,37,0.010543708223849535,17.0,419.0,10,0.75,600
341,38,0.010770916007459164,17.0,430.0,10,0.75,600
342,39,0.010995958000421524,17.0,441.0,10,0.75,600
343,40,0.011236375197768211,17.0,452.0,10,0.75,600
344,41,0.01146595785394311,17.0,463.0,10,0.75,600
345,42,0.011693625245243311,18.0,475.0,10,0.75,600
346,43,0.011919666081666946,18.0,486.0,10,0.75,600
347,44,0.01215608324855566,18.0,497.0,10,0.75,600
348,45,0.012390249874442816,18.0,508.0,10,0.75,600
349,46,0.012619083281606436,18.0,519.0,10,0.75,600
350,47,0.012849875260144472,18.0,530.0,10,0.75,600
351,48,0.013092166278511286,18.0,541.0,10,0.75,600
352,49,0.013329333160072565,18.0,552.0,10,0.75,600
353,50,0.01356162503361702,18.0,563.0,10,0.75,600
354,51,0.013790000230073929,18.0,574.0,10,0.75,600
355,52,0.01422604126855731,18.0,585.0,10,0.75,600
356,53,0.014485333114862442,18.0,596.0,10,0.75,600
357,54,0.014722874853760004,18.0,607.0,10,0.75,600
358,55,0.014963124878704548,18.0,618.0,10,0.75,600
359,56,0.015196790918707848,18.0,629.0,10,0.75,600
360,57,0.015431541018188,18.0,640.0,10,0.75,600
361,58,0.015664000064134598,18.0,651.0,10,0.75,600
362,59,0.015898291021585464,18.0,662.0,10,0.75,600
363,60,0.016139666084200144,18.0,673.0,10,0.75,600
364,61,0.016389666125178337,18.0,684.0,10,0.75,600
365,62,0.016624166164547205,18.0,695.0,10,0.75,600
366,63,0.016860625240951777,18.0,706.0,10,0.75,600
367,64,0.01709554111585021,18.0,717.0,10,0.75,600
368,65,0.017331833019852638,18.0,728.0,10,0.75,600
369,66,0.0175671661272645,18.0,739.0,10,0.75,600
370,67,0.0178014999255538,18.0,750.0,10,0.75,600
371,68,0.01803208328783512,18.0,761.0,10,0.75,600
372,69,0.018266540952026844,18.0,772.0,10,0.75,600
373,70,0.018497291021049023,18.0,783.0,10,0.75,600
374,71,0.018730875104665756,18.0,794.0,10,0.75,600
375,72,0.018960915971547365,18.0,805.0,10,0.75,600
376,73,0.019200791139155626,18.0,816.0,10,0.75,600
377,74,0.019433625042438507,18.0,827.0,10,0.75,600
378,75,0.01966666616499424,18.0,838.0,10,0.75,600
379,76,0.019902666099369526,18.0,849.0,10,0.75,600
380,77,0.02013575006276369,18.0,860.0,10,0.75,600
381,78,0.020382165908813477,18.0,871.0,10,0.75,600
382,79,0.02062225015833974,18.0,882.0,10,0.75,600
383,80,0.020859249867498875,18.0,893.0,10,0.75,600
384,81,0.02109062485396862,18.0,904.0,10,0.75,600
385,82,0.021323165856301785,18.0,915.0,10,0.75,600
386,83,0.021555291023105383,18.0,926.0,10,0.75,600
387,84,0.021791708189994097,18.0,937.0,10,0.75,600
388,85,0.022034541238099337,18.0,948.0,10,0.75,600
389,86,0.022271249908953905,18.0,959.0,10,0.75,600
390,87,0.022522833198308945,18.0,970.0,10,0.75,600
391,88,0.022760707885026932,18.0,981.0,10,0.75,600
392,89,0.022997249849140644,18.0,992.0,10,0.75,600
393,90,0.023237207904458046,18.0,1003.0,10,0.75,600
394,91,0.023472208064049482,18.0,1014.0,10,0.75,600
395,92,0.02370541589334607,18.0,1025.0,10,0.75,600
396,93,0.023943624924868345,18.0,1036.0,10,0.75,600
397,94,0.02439841628074646,18.0,1047.0,10,0.75,600
398,95,0.02467200020328164,18.0,1058.0,10,0.75,600
399,96,0.024915665853768587,18.0,1069.0,10,0.75,600
400,97,0.025155541021376848,18.0,1080.0,10,0.75,600
401,98,0.025394875090569258,18.0,1091.0,10,0.75,600
402,99,0.025634291116148233,18.0,1102.0,10,0.75,600
403,100,0.025875875260680914,18.0,1113.0,10,0.75,600
404,0,0.0001754160039126873,14.0,10.0,10,1.0,600
405,1,0.002200082875788212,16.0,22.0,10,1.0,600
406,2,0.0024366662837564945,16.0,33.0,10,1.0,600
407,3,0.002669957932084799,16.0,44.0,10,1.0,600
408,4,0.0029086251743137836,16.0,55.0,10,1.0,600
409,5,0.0031422078609466553,17.0,67.0,10,1.0,600
410,6,0.003374291118234396,17.0,78.0,10,1.0,600
411,7,0.0036011249758303165,17.0,89.0,10,1.0,600
412,8,0.003823332954198122,17.0,100.0,10,1.0,600
413,9,0.004050208255648613,17.0,111.0,10,1.0,600
414,10,0.004351875279098749,17.0,122.0,10,1.0,600
415,11,0.004606958013027906,17.0,133.0,10,1.0,600
416,12,0.004844291135668755,17.0,144.0,10,1.0,600
417,13,0.0051125832833349705,17.0,155.0,10,1.0,600
418,14,0.005343208089470863,17.0,166.0,10,1.0,600
419,15,0.005567540880292654,17.0,177.0,10,1.0,600
420,16,0.005792208015918732,17.0,188.0,10,1.0,600
421,17,0.006014375016093254,17.0,199.0,10,1.0,600
422,18,0.006237790919840336,17.0,210.0,10,1.0,600
423,19,0.006464666221290827,17.0,221.0,10,1.0,600
424,20,0.006696540862321854,17.0,232.0,10,1.0,600
425,21,0.0069198329001665115,17.0,243.0,10,1.0,600
426,22,0.007143041118979454,17.0,254.0,10,1.0,600
427,23,0.0073700412176549435,18.0,266.0,10,1.0,600
428,24,0.007597708143293858,18.0,277.0,10,1.0,600
429,25,0.007821499835699797,18.0,288.0,10,1.0,600
430,26,0.008046000264585018,18.0,299.0,10,1.0,600
431,27,0.008270374964922667,18.0,310.0,10,1.0,600
432,28,0.008498957846313715,18.0,321.0,10,1.0,600
433,29,0.008722790982574224,18.0,332.0,10,1.0,600
434,30,0.008947290945798159,18.0,343.0,10,1.0,600
435,31,0.009175249841064215,18.0,354.0,10,1.0,600
436,32,0.009403541218489408,18.0,365.0,10,1.0,600
437,33,0.009629250038415194,18.0,376.0,10,1.0,600
438,34,0.009858165867626667,18.0,387.0,10,1.0,600
439,35,0.010088125243782997,18.0,398.0,10,1.0,600
440,36,0.010316625237464905,18.0,409.0,10,1.0,600
441,37,0.010543708223849535,18.0,420.0,10,1.0,600
442,38,0.010770916007459164,18.0,431.0,10,1.0,600
443,39,0.010995958000421524,18.0,442.0,10,1.0,600
444,40,0.011236375197768211,18.0,453.0,10,1.0,600
445,41,0.01146595785394311,18.0,464.0,10,1.0,600
446,42,0.011693625245243311,18.0,475.0,10,1.0,600
447,43,0.011919666081666946,18.0,486.0,10,1.0,600
448,44,0.01215608324855566,18.0,497.0,10,1.0,600
449,45,0.012390249874442816,18.0,508.0,10,1.0,600
450,46,0.012619083281606436,18.0,519.0,10,1.0,600
451,47,0.012849875260144472,18.0,530.0,10,1.0,600
452,48,0.013092166278511286,18.0,541.0,10,1.0,600
453,49,0.013329333160072565,18.0,552.0,10,1.0,600
454,50,0.01356162503361702,18.0,563.0,10,1.0,600
455,51,0.013790000230073929,18.0,574.0,10,1.0,600
456,52,0.01422604126855731,18.0,585.0,10,1.0,600
457,53,0.014485333114862442,18.0,596.0,10,1.0,600
458,54,0.014722874853760004,18.0,607.0,10,1.0,600
459,55,0.014963124878704548,18.0,618.0,10,1.0,600
460,56,0.015196790918707848,18.0,629.0,10,1.0,600
461,57,0.015431541018188,18.0,640.0,10,1.0,600
462,58,0.015664000064134598,18.0,651.0,10,1.0,600
463,59,0.015898291021585464,18.0,662.0,10,1.0,600
464,60,0.016139666084200144,18.0,673.0,10,1.0,600
465,61,0.016389666125178337,18.0,684.0,10,1.0,600
466,62,0.016624166164547205,18.0,695.0,10,1.0,600
467,63,0.016860625240951777,18.0,706.0,10,1.0,600
468,64,0.01709554111585021,18.0,717.0,10,1.0,600
469,65,0.017331833019852638,18.0,728.0,10,1.0,600
470,66,0.0175671661272645,18.0,739.0,10,1.0,600
471,67,0.0178014999255538,18.0,750.0,10,1.0,600
472,68,0.01803208328783512,18.0,761.0,10,1.0,600
473,69,0.018266540952026844,18.0,772.0,10,1.0,600
474,70,0.018497291021049023,18.0,783.0,10,1.0,600
475,71,0.018730875104665756,18.0,794.0,10,1.0,600
476,72,0.018960915971547365,18.0,805.0,10,1.0,600
